Concept,Prerequisite,label_prereq
Specular reflection,Wave,1
Gravitational acceleration,Acceleration,1
Friction,Contact force,1
Reflection (physics),Physics,1
Strength of materials,Force,1
Gravity of Earth,Displacement (vector),1
Total internal reflection,Light,1
Laser,Light,1
Newton's law of universal gravitation,Distance,1
Magnetic field,Magnet,1
Inelastic collision,Collision,1
Equations of motion,Speed,1
Diffraction,Wave,1
Deformation (engineering),Physics,1
Equations of motion,Position (vector),1
Strength of materials,Physics,1
Le Sage's theory of gravitation,Speed,1
Inelastic collision,Physics,1
Mechanical energy,Velocity,1
Scattering,Wave,1
Dispersion (optics),Phase velocity,1
Gravity of Earth,Physics,1
Electromotive force,Field (physics),1
Speed,Physics,1
Interference (wave propagation),Wave,1
Interference (wave propagation),Frequency,1
Magnetic field,Electric current,1
Electromagnetic radiation,Field (physics),1
Work (physics),Motion (physics),1
Energy level,Physics,1
Gravitational acceleration,Force,1
Free fall,Physics,1
Equations of motion,Displacement (vector),1
Kinetic energy,Energy,1
Motion graphs and derivatives,Physics,1
Elastic collision,Speed,1
Doppler effect,Velocity,1
Dispersion (optics),Physics,1
Le Sage's theory of gravitation,Force,1
Electrostatics,Potential energy,1
Friction,Physics,1
Relative velocity,Motion (physics),1
Snell's law,Refraction,1
Gravitational field,Gravity,1
Strength of materials,Fracture,1
Normal force,Contact force,1
Absorption spectroscopy,Wave,1
Relative velocity,Velocity,1
Electric potential energy,Euclidean vector,1
Hooke's law,Length,1
Electromagnetic spectrum,Magnetic field,1
Potential energy,Energy,1
Shock wave,Wave,1
Gravity of Earth,Mass,1
Virtual image,Ray (optics),1
Electrostatics,Euclidean vector,1
Motion graphs and derivatives,Displacement (vector),1
Sound intensity,Sound,1
Acceleration,Distance,1
Crest (physics),Wave,1
Equations of motion,Motion (physics),1
Gravitational acceleration,Motion (physics),1
Electrostatics,Coulomb's law,1
Gravitational acceleration,Euclidean vector,1
Displacement (vector),Euclidean vector,1
Snell's law,Refractive index,1
Stiffness,Physics,1
Electric potential,Displacement (vector),1
Acceleration,Motion (physics),1
Emission spectrum,Magnet,1
Contact force,Force,1
Electric potential,Potential energy,1
Newton's laws of motion,Force,1
Capacitance,Voltage,1
Free fall,Distance,1
Dielectric,Electric field,1
Sonic boom,Physics,1
Doppler effect,Frequency,1
Electric field,Physics,1
Electromagnetic radiation,Electric field,1
Gravity of Earth,Euclidean vector,1
Snell's law,Wave,1
Ohm's law,Voltage,1
Displacement (vector),Physics,1
Refracting telescope,Wave,1
Position (vector),Euclidean vector,1
Electromagnetic spectrum,Electric field,1
Electrostatics,Physics,1
Free fall,Gravity,1
Total internal reflection,Physics,1
Snell's law,Motion (physics),1
Inertial frame of reference,Physics,1
Sonic boom,Wave,1
Doppler effect,Motion (physics),1
Electric potential energy,Force,1
Gravity of Earth,Speed,1
Hardness,Strength of materials,1
Elastic collision,Collision,1
Projectile motion,Euclidean vector,1
Fatigue (material),Deformation (engineering),1
Emission spectrum,Wavelength,1
Specular reflection,Reflection (physics),1
Acceleration,Speed,1
Kinetic energy,Mass,1
Electric potential,Force,1
Free fall,Speed,1
Friction,Force,1
Doppler effect,Distance,1
Elastic collision,Physics,1
Torque,Physics,1
Work (physics),Distance,1
Equations of motion,Euclidean vector,1
Inertial frame of reference,Motion (physics),1
Refraction,Physics,1
Electric potential energy,Field (physics),1
Potential energy,Force,1
Mass,Physics,1
Projectile motion,Velocity,1
Lever,Force,1
Gravity of Earth,Force,1
Intensity (physics),Physics,1
Power (physics),Physics,1
Motion graphs and derivatives,Position (vector),1
Projectile motion,Physics,1
Le Sage's theory of gravitation,Gravity,1
Electromotive force,Force,1
Doppler effect,Wavelength,1
Hardness,Fracture,1
Gravitational acceleration,Gravity,1
Projectile motion,Displacement (vector),1
Electromagnetic spectrum,Wave,1
Refractive index,Speed,1
Elastic collision,Energy,1
Electromagnetic spectrum,Frequency,1
Gravitational field,Newton's law of universal gravitation,1
Electrostatics,Energy,1
Hooke's law,Deformation (engineering),1
Elastic collision,Motion (physics),1
Electromotive force,Magnet,1
Electrostatics,Work (physics),1
Electric field,Coulomb's law,1
Potential energy,Euclidean vector,1
Electric field,Field (physics),1
Interference (wave propagation),Amplitude,1
Electromotive force,Electric field,1
Mechanical energy,Work (physics),1
Series and parallel circuits,Electrical resistance and conductance,1
Mechanical energy,Potential energy,1
Potential energy,Position (vector),1
Emission spectrum,Electromagnetic radiation,1
Electric potential,Coulomb's law,1
Transmission medium,Wave,1
Transmission medium,Physics,1
Mechanical energy,Position (vector),1
Inelastic collision,Energy,1
Electrical conductor,Physics,1
Projectile motion,Position (vector),1
Mechanical energy,Displacement (vector),1
Shock wave,Physics,1
Rarefaction,Physics,1
Wave,Physics,1
Electrical conductor,Electric current,1
Hooke's law,Force,1
Electric potential energy,Position (vector),1
Reflection (physics),Light,1
Electromagnetic spectrum,Physics,1
Emission spectrum,Field (physics),1
Series and parallel circuits,Voltage,1
Absorption spectroscopy,Energy,1
Standing wave,Wave,1
Electrostatics,Force,1
Velocity,Distance,1
Shock wave,Energy,1
Mechanical energy,Mass,1
Electric potential energy,Physics,1
Snell's law,Light,1
Magnetism,Physics,1
Work (physics),Euclidean vector,1
Motion graphs and derivatives,Motion (physics),1
Free fall,Euclidean vector,1
Electromotive force,Coulomb's law,1
Free fall,Motion (physics),1
Transverse wave,Wave,1
Acceleration,Physics,1
Newton's law of universal gravitation,Force,1
Projectile motion,Force,1
Refractive index,Refraction,1
Electric potential energy,Distance,1
Gravitational acceleration,Physics,1
Gravity,Physics,1
Refraction,Wave,1
Hooke's law,Elasticity (physics),1
Dispersion (optics),Color,1
Electromagnetic spectrum,Magnet,1
Mirror image,Wave,1
Potential energy,Displacement (vector),1
Plasticity (physics),Deformation (engineering),1
Projectile motion,Acceleration,1
Electromotive force,Physics,1
Optical microscope,Light,1
Frame of reference,Motion (physics),1
Series and parallel circuits,Electric current,1
Refractive index,Distance,1
Electromagnetic spectrum,Absorption spectroscopy,1
Deformation (engineering),Force,1
Potential energy,Distance,1
Strength of materials,Deformation (engineering),1
Dielectric,Coulomb's law,1
Equations of motion,Velocity,1
Mechanical energy,Energy,1
Magnetism,Force,1
Series and parallel circuits,Ohm's law,1
Dielectric,Electric current,1
Work (physics),Physics,1
Creep (deformation),Force,1
Displacement (vector),Distance,1
Electromagnetic radiation,Force,1
Free fall,Position (vector),1
Kinetic energy,Physics,1
Plasticity (physics),Force,1
Scattering,Wavelength,1
Electrostatics,Motion (physics),1
Emission spectrum,Physics,1
Emission spectrum,Magnetic field,1
Acceleration,Force,1
Displacement (vector),Motion (physics),1
Electric potential,Position (vector),1
Photoelectric effect,Light,1
Electric potential energy,Potential energy,1
Inelastic collision,Kinetic energy,1
Equations of motion,Distance,1
Torque,Lever,1
Hardness,Plasticity (physics),1
Gravitational acceleration,Distance,1
Shock wave,Motion (physics),1
Electromagnetic spectrum,Electron,1
Standing wave,Physics,1
Sound intensity,Intensity (physics),1
Refracting telescope,Physics,1
Acceleration,Euclidean vector,1
Le Sage's theory of gravitation,Distance,1
Gravitational constant,Newton's law of universal gravitation,1
Hardness,Force,1
Strength of materials,Elasticity (physics),1
Electric potential,Work (physics),1
Elastic collision,Force,1
Ray (optics),Light,1
Electric potential,Field (physics),1
Electric potential energy,Coulomb's law,1
Total internal reflection,Wave,1
Relative velocity,Speed,1
Reflection (physics),Wave,1
Fatigue (material),Elasticity (physics),1
Magnetic field,Force,1
Velocity,Motion (physics),1
Hooke's law,Physics,1
Fatigue (material),Physics,1
Work (physics),Displacement (vector),1
Snell's law,Physics,1
Free fall,Acceleration,1
Work (physics),Energy,1
Electromotive force,Electric current,1
Emission spectrum,Wave,1
Gravity of Earth,Acceleration,1
Emission spectrum,Electric field,1
Virtual image,Light,1
Electrostatics,Field (physics),1
Gravitational acceleration,Velocity,1
Electromagnetic radiation,Energy,1
Normal force,Physics,1
Snell's law,Distance,1
Motion graphs and derivatives,Velocity,1
Non-inertial reference frame,Physics,1
Power (physics),Energy,1
Dielectric,Energy,1
Gravity of Earth,Velocity,1
Gravitational field,Mass,1
Snell's law,Angle of incidence,1
Mechanical energy,Force,1
Magnetism,Magnet,1
Voltmeter,Voltage,1
Hertz,Frequency,1
Specular reflection,Ray (optics),1
Motion graphs and derivatives,Distance,1
Mirror image,Light,1
Contact force,Physics,1
Sound intensity,Force,1
Hardness,Physics,1
Electromagnetic spectrum,Coulomb's law,1
Elastic collision,Distance,1
Mechanical energy,Physics,1
Doppler effect,Relative velocity,1
Snell's law,Wavelength,1
Specular reflection,Light,1
Refracting telescope,Telescope,1
Sound intensity,Physics,1
Electromagnetic radiation,Coulomb's law,1
Equations of motion,Acceleration,1
Absorption spectroscopy,Physics,1
Dielectric,Field (physics),1
Standing wave,Amplitude,1
Photoelectric effect,Energy,1
Sound intensity,Power (physics),1
Electromagnetic radiation,Electric current,1
Lever,Physics,1
Emission spectrum,Coulomb's law,1
Electric potential,Physics,1
Electromagnetic spectrum,Light,1
Stiffness,Force,1
Gravitational acceleration,Mass,1
Emission spectrum,Electric current,1
Magnetic field,Inertial frame of reference,0
Energy,Planet,0
Mechanical energy,Gravitational field,0
Newton's laws of motion,Motion,0
Motion graphs and derivatives,Acceleration,0
Energy,Intensity (physics),0
Hooke's law,Work (physics),0
Physics,Collision,0
Mass,Wave,0
Potential energy,Gravity,0
Photoelectric effect,Collision,0
Refractive index,Reflection (physics),0
Diffraction,Field (physics),0
Electrical conductor,Electromagnetic spectrum,0
Wave,Reflection (physics),0
Energy,Collision,0
Sound intensity,Wave,0
Refractive index,Scattering,0
Physics,Stiffness,0
Magnetic field,Relative velocity,0
Temperature,Physics,0
Energy level,Temperature,0
Velocity,Doppler effect,0
Normal force,Velocity,0
Electromagnetic radiation,Velocity,0
Magnetism,Electric current,0
Electric potential,Magnetic field,0
Position (vector),Acceleration,0
Energy,Joule,0
Diffraction,Scattering,0
Plane mirror,Length,0
Capacitance,Coulomb,0
Dielectric,Voltage,0
Electrostatics,Electric current,0
Displacement (vector),Mass,0
Electroscope,Electrostatics,0
Intensity (physics),Light,0
Angle of incidence,Ray (optics),0
Temperature,Absorption spectroscopy,0
Newton's laws of motion,Collision,0
Laser,Absorption spectroscopy,0
Work (physics),Potential energy,0
Voltage,Electromotive force,0
Position (vector),Force,0
Reflection (physics),Total internal reflection,0
Absorption spectroscopy,Planet,0
Refractive index,Laser,0
Gravity,Doppler effect,0
Amplitude,Doppler effect,0
Wave,Tension (physics),0
Intensity (physics),Velocity,0
Deformation (engineering),Elasticity (physics),0
Acceleration,Electric potential,0
Magnetic field,Mirror image,0
Potential energy,Power (physics),0
Energy,Power (physics),0
Specular reflection,Euclidean vector,0
Electron,Absorption spectroscopy,0
Physics,Gravitational acceleration,0
Speed,Magnetic field,0
Elasticity (physics),Wave,0
Phase velocity,Dispersion (optics),0
Fracture,Strength of materials,0
Force,Sound intensity,0
Wavelength,Dispersion (optics),0
Magnetic field,Absorption spectroscopy,0
Field (physics),Planet,0
Energy,Sound intensity,0
Energy level,Wavelength,0
Friction,Hooke's law,0
Le Sage's theory of gravitation,Elastic collision,0
Hertz,Velocity,0
Wave,Transverse wave,0
Laser,Doppler effect,0
Acceleration,Non-inertial reference frame,0
Newton's law of universal gravitation,Gravitational field,0
Potential energy,Torque,0
Photoelectric effect,Kinetic energy,0
Position (vector),Motion (physics),0
Energy,Electromotive force,0
Force,Plasticity (physics),0
Total internal reflection,Laser,0
Telescope,Reflection (physics),0
Energy,Hertz,0
Magnet,Electric field,0
Photoelectric effect,Hertz,0
Inertial frame of reference,Collision,0
Magnification,Refracting telescope,0
Force,Projectile motion,0
Force,Hardness,0
Snell's law,Velocity,0
Power (physics),Kilogram,0
Magnetic field,Energy,0
Joule,Mechanical energy,0
Force,Potential energy,0
Refractive index,Temperature,0
Field line,Magnetic field,0
Newton's laws of motion,Work (physics),0
Electrostatics,Field line,0
Diffraction,Huygens–Fresnel principle,0
Force,Elasticity (physics),0
Energy,Potential energy,0
Electric field,Electric current,0
Wave,Total internal reflection,0
Frequency,Energy,0
Lever,Length,0
Physics,Transmission medium,0
Intensity (physics),Laser,0
Magnetism,Length,0
Photoelectric effect,Electromagnetic radiation,0
Dielectric,Hertz,0
Magnetic field,Voltage,0
Tension (physics),Mass,0
Interference (wave propagation),Electron,0
Euclidean vector,Force,0
Magnetic field,Dielectric,0
Interference (wave propagation),Huygens–Fresnel principle,0
Amplitude,Refractive index,0
Specular reflection,Refractive index,0
Speed,Electron,0
Gravitational acceleration,Planet,0
Velocity,Metre,0
Refractive index,Mass,0
Electrostatics,Electrical conductor,0
Frame of reference,Electromagnetic spectrum,0
Capacitor,Laser,0
Ohm,Coulomb,0
Physics,Displacement (vector),0
Intensity (physics),Wave,0
Wave,Energy,0
Capacitor,Dielectric,0
Geometrical optics,Snell's law,0
Wave,Doppler effect,0
Power (physics),Intensity (physics),0
Le Sage's theory of gravitation,Energy,0
Capacitance,Electric current,0
Physics,Emission spectrum,0
Motion (physics),Energy,0
Energy,Sonic boom,0
Magnetic field,Gravity of Earth,0
Electron,Electromagnetic radiation,0
Acceleration,Torque,0
Physics,Electric field,0
Diffraction,Interference (wave propagation),0
Electric charge,Capacitance,0
Friction,Mass,0
Free fall,Gravitational field,0
Electric field,Wavelength,0
Elasticity (physics),Hardness,0
Refraction,Absorption spectroscopy,0
Refraction,Electromagnetic spectrum,0
Coulomb's law,Dielectric,0
Le Sage's theory of gravitation,Wavelength,0
Collision,Le Sage's theory of gravitation,0
Magnetic field,Potential energy,0
Electric field,Force,0
Physics,Wave,0
Refractive index,Snell's law,0
Amplitude,Huygens–Fresnel principle,0
Motion (physics),Electrostatics,0
Acceleration,Field (physics),0
Scattering,Velocity,0
Diffraction,Dispersion (optics),0
Inelastic collision,Elastic collision,0
Magnetism,Coulomb,0
Refractive index,Telescope,0
Energy,Mechanical energy,0
Mass,Distance,0
Equations of motion,Field (physics),0
Displacement (vector),Work (physics),0
Velocity,Wave,0
Wave,Elasticity (physics),0
Pitch (music),Hertz,0
Speed,Electromagnetic spectrum,0
Electron,Electrostatics,0
Euclidean vector,Gravitational acceleration,0
Frequency,Doppler effect,0
Fracture,Elasticity (physics),0
Temperature,Kilogram,0
Distance,Elastic collision,0
Physics,Doppler effect,0
Potential energy,Metre,0
Speed,Rarefaction,0
Pigment,Wavelength,0
Temperature,Wavelength,0
Interference (wave propagation),Crest (physics),0
Motion (physics),Elastic collision,0
Inertial frame of reference,Velocity,0
Work (physics),Electrostatics,0
Force,Magnet,0
Force,Torque,0
Motion (physics),Inertial frame of reference,0
Capacitance,Distance,0
Coulomb's law,Emission spectrum,0
Deformation (engineering),Creep (deformation),0
Electrical resistance and conductance,Energy,0
Motion (physics),Mass,0
Magnet,Euclidean vector,0
Force,Creep (deformation),0
Velocity,Speed,0
Energy,Temperature,0
Electrical conductor,Electroscope,0
Electrical resistance and conductance,Ohm,0
Amplitude,Voltage,0
Energy,Dielectric,0
Wave,Mass,0
Energy,Equations of motion,0
Physics,Contact force,0
Energy,Transverse wave,0
Magnet,Mass,0
Speed,Gravity of Earth,0
Energy,Electrostatics,0
Mirror image,Length,0
Motion (physics),Temperature,0
Photoelectric effect,Color,0
Deformation (engineering),Hardness,0
Intensity (physics),Speed,0
Refractive index,Frequency,0
Electromagnetic radiation,Laser,0
Snell's law,Telescope,0
Velocity,Equations of motion,0
Energy,Energy level,0
Refraction,Length,0
Joule,Coulomb,0
Wave,Frequency,0
Stiffness,Hooke's law,0
Ohm,Electromotive force,0
Physics,Electromagnetic spectrum,0
Force,Emission spectrum,0
Hooke's law,Mass,0
Sonic boom,Hertz,0
Displacement (vector),Free fall,0
Electron,Le Sage's theory of gravitation,0
Elasticity (physics),Energy,0
Energy,Emission spectrum,0
Amplitude,Distance,0
Color,Dispersion (optics),0
Physics,Newton's law of universal gravitation,0
Diffraction,Wavelength,0
Motion (physics),Gravity of Earth,0
Field (physics),Dielectric,0
Magnetic field,Temperature,0
Tension (physics),Compression (physics),0
Electric potential,Gravity,0
Distance,Lever,0
Physics,Refractive index,0
Refractive index,Color,0
Sound,Sound intensity,0
Electrical resistance and conductance,Metre,0
Gravity of Earth,Free fall,0
Diffraction,Transverse wave,0
Force,Inelastic collision,0
Energy,Electromagnetic radiation,0
Magnetism,Field (physics),0
Friction,Deformation (engineering),0
Temperature,Velocity,0
Elasticity (physics),Strength of materials,0
Physics,Motion graphs and derivatives,0
Curved mirror,Geometrical optics,0
Interference (wave propagation),Standing wave,0
Physics,Elastic collision,0
Speed,Inelastic collision,0
Energy,Mirror image,0
Wave,Dispersion (optics),0
Distance,Physics,0
Force,Fatigue (material),0
Mass,Collision,0
Electric field,Wave,0
Speed,Refraction,0
Refraction,Snell's law,0
Electromagnetic radiation,Transverse wave,0
Magnification,Virtual image,0
Motion (physics),Force,0
Transmission medium,Electromagnetic spectrum,0
Shock wave,Velocity,0
Position (vector),Electric potential energy,0
Hertz,Kilogram,0
Electron,Field (physics),0
Joule,Velocity,0
Insulator (electricity),Dielectric,0
Mass,Velocity,0
Force,Le Sage's theory of gravitation,0
Speed,Dielectric,0
Magnet,Force,0
Physics,Energy,0
Mass,Absorption spectroscopy,0
Acceleration,Energy,0
Joule,Torque,0
Velocity,Length,0
Amplitude,Electromagnetic spectrum,0
Dispersion (optics),Refracting telescope,0
Electric current,Electrical resistance and conductance,0
Distance,Equations of motion,0
Absorption spectroscopy,Electromagnetic spectrum,0
Motion (physics),Power (physics),0
Wavelength,Doppler effect,0
Telescope,Electromagnetic radiation,0
Curved mirror,Reflection (physics),0
Voltage,Coulomb,0
Friction,Normal force,0
Euclidean vector,Inertial frame of reference,0
Voltage,Electrical resistance and conductance,0
Distance,Doppler effect,0
Coulomb's law,Electric field,0
Displacement (vector),Potential energy,0
Electromagnetic spectrum,Reflection (physics),0
Electron,Refractive index,0
Electric potential,Gravitational field,0
Coulomb's law,Electric potential energy,0
Plasticity (physics),Hooke's law,0
Snell's law,Total internal reflection,0
Physics,Diffraction,0
Electromotive force,Joule,0
Deformation (engineering),Strength of materials,0
Magnetic field,Coulomb,0
Sonic boom,Mass,0
Equations of motion,Torque,0
Electromagnetic spectrum,Metre,0
Motion (physics),Acceleration,0
Angle of incidence,Reflection (physics),0
Intensity (physics),Sound intensity,0
Electric field,Electric potential energy,0
Magnetic field,Hertz,0
Capacitance,Energy,0
Wave,Dielectric,0
Force,Kilogram,0
Shock wave,Force,0
Virtual image,Optical microscope,0
Motion (physics),Velocity,0
Hooke's law,Distance,0
Field (physics),Emission spectrum,0
Refractive index,Wavelength,0
Le Sage's theory of gravitation,Velocity,0
Speed,Collision,0
Electron,Dispersion (optics),0
Euclidean vector,Free fall,0
Intensity (physics),Interference (wave propagation),0
Wave,Le Sage's theory of gravitation,0
Voltage,Electric potential,0
Newton's laws of motion,Newton's law of universal gravitation,0
Photoelectric effect,Voltage,0
Energy,Absorption spectroscopy,0
Physics,Electric potential,0
Inelastic collision,Velocity,0
Speed,Mass,0
Coulomb's law,Electromagnetic spectrum,0
Physics,Projectile motion,0
Power (physics),Velocity,0
Gravity of Earth,Kilogram,0
Acceleration,Newton's law of universal gravitation,0
Kinetic energy,Force,0
Magnet,Electrical resistance and conductance,0
Displacement (vector),Velocity,0
Voltage,Voltmeter,0
Diffraction,Optical microscope,0
Energy,Electric potential energy,0
Amplitude,Power (physics),0
Laser,Power (physics),0
Distance,Electric potential energy,0
Le Sage's theory of gravitation,Laser,0
Torque,Length,0
Energy level,Potential energy,0
Wave,Interference (wave propagation),0
Light,Hertz,0
Elasticity (physics),Hooke's law,0
Reflection (physics),Wavelength,0
Joule,Power (physics),0
Specular reflection,Wavelength,0
Electromagnetic radiation,Metre,0
Magnetism,Electron,0
Collision,Planet,0
Gravitational acceleration,Inertial frame of reference,0
Friction,Velocity,0
Temperature,Magnetism,0
Electron,Kilogram,0
Potential energy,Electric potential energy,0
Free fall,Metre,0
Electromotive force,Voltmeter,0
Friction,Coulomb,0
Deformation (engineering),Fatigue (material),0
Wave,Electron,0
Work (physics),Planet,0
Newton's law of universal gravitation,Velocity,0
Energy,Wavelength,0
Free fall,Planet,0
Telescope,Planet,0
Speed,Work (physics),0
Displacement (vector),Electrostatics,0
Force,Mechanical energy,0
Voltage,Electric field,0
Crest (physics),Frequency,0
Hooke's law,Dielectric,0
Physics,Motion (physics),0
Newton's law of universal gravitation,Free fall,0
Mass,Elastic collision,0
Electron,Electromagnetic spectrum,0
Gravity,Gravitational field,0
Light,Reflection (physics),0
Energy level,Emission spectrum,0
Physics,Lever,0
Energy,Tension (physics),0
Wavelength,Scattering,0
Energy level,Absorption spectroscopy,0
Acceleration,Photoelectric effect,0
Strength of materials,Hardness,0
Wave,Force,0
Distance,Electric potential,0
Magnetism,Le Sage's theory of gravitation,0
Ray (optics),Snell's law,0
Light,Mirror image,0
Velocity,Gravity of Earth,0
Hooke's law,Torque,0
Field (physics),Electromotive force,0
Angle of incidence,Total internal reflection,0
Gravitational acceleration,Energy,0
Magnetism,Capacitance,0
Euclidean vector,Position (vector),0
Distance,Acceleration,0
Electric potential energy,Electric potential,0
Electron,Electromotive force,0
Electrical conductor,Electrical resistance and conductance,0
Physics,Reflection (physics),0
Newton's law of universal gravitation,Electric field,0
Friction,Hardness,0
Tangential and normal components,Euclidean vector,0
Magnetic field,Mass,0
Force,Tension (physics),0
Electron,Field line,0
Light,Photoelectric effect,0
Speed,Magnetism,0
Friction,Temperature,0
Torque,Gravity,0
Capacitor,Insulator (electricity),0
Electric current,Electromagnetic radiation,0
Scalar (mathematics),Distance,0
Fracture,Hardness,0
Wave,Motion (physics),0
Velocity,Work (physics),0
Friction,Torque,0
Physics,Electromagnetic radiation,0
Coulomb's law,Coulomb,0
Dielectric,Electromagnetic spectrum,0
Wave,Magnet,0
Speed,Magnet,0
Physics,Electrical conductor,0
Wave,Photoelectric effect,0
Electroscope,Coulomb's law,0
Ray (optics),Diffraction,0
Frequency,Metre,0
Speed,Equations of motion,0
Wavelength,Speed,0
Motion (physics),Mechanical energy,0
Speed,Projectile motion,0
Wavelength,Absorption spectroscopy,0
Mass,Wavelength,0
Motion (physics),Projectile motion,0
Energy,Dispersion (optics),0
Physics,Friction,0
Speed,Elastic collision,0
Electromotive force,Electric potential,0
Ohm,Velocity,0
Gravity,Gravitational constant,0
Distance,Gravitational constant,0
Wave,Absorption spectroscopy,0
Force,Gravity of Earth,0
Mass,Kilogram,0
Electron,Capacitance,0
Distance,Length,0
Force,Lever,0
Scalar (mathematics),Euclidean vector,0
Energy,Magnet,0
Magnetic field,Electromagnetic spectrum,0
Interference (wave propagation),Geometrical optics,0
Free fall,Normal force,0
Plane mirror,Reflection (physics),0
Physics,Transverse wave,0
Electroscope,Voltage,0
Physics,Dielectric,0
Emission spectrum,Collision,0
Electromotive force,Electrical resistance and conductance,0
Electron,Joule,0
Wave,Refracting telescope,0
Displacement (vector),Equations of motion,0
Motion (physics),Distance,0
Field line,Coulomb's law,0
Photoelectric effect,Electroscope,0
Plasticity (physics),Elasticity (physics),0
Refraction,Ray (optics),0
Force,Motion (physics),0
Creep (deformation),Temperature,0
Speed,Sound intensity,0
Scattering,Collision,0
Physics,Le Sage's theory of gravitation,0
Refraction,Reflection (physics),0
Kinetic energy,Velocity,0
Energy,Field (physics),0
Electron,Motion (physics),0
Speed,Field (physics),0
Field (physics),Magnetic field,0
Ohm,Kilogram,0
Physics,Crest (physics),0
Dielectric,Temperature,0
Euclidean vector,Projectile motion,0
Acceleration,Relative velocity,0
Euclidean vector,Motion graphs and derivatives,0
Electromagnetic radiation,Temperature,0
Position (vector),Physical quantity,0
Fracture,Magnet,0
Electric current,Magnetic field,0
Force,Magnetism,0
Joule,Potential energy,0
Wave,Velocity,0
Force,Normal force,0
Electric current,Series and parallel circuits,0
Ray (optics),Wavelength,0
Frame of reference,Inertial frame of reference,0
Refraction,Refracting telescope,0
Euclidean vector,Work (physics),0
Intensity (physics),Refractive index,0
Electrical polarity,Force,0
Electron,Scattering,0
Refracting telescope,Virtual image,0
Distance,Displacement (vector),0
Joule,Kilogram,0
Ray (optics),Total internal reflection,0
Wave,Snell's law,0
Geometrical optics,Real image,0
Acceleration,Projectile motion,0
Light,Dispersion (optics),0
Velocity,Planet,0
Work (physics),Power (physics),0
Mass,Projectile motion,0
Electric potential energy,Electrostatics,0
Friction,Potential energy,0
Electric field,Absorption spectroscopy,0
Physics,Refraction,0
Relative velocity,Elastic collision,0
Geometrical optics,Virtual image,0
Physics,Creep (deformation),0
Magnetic field,Planet,0
Electromagnetic radiation,Le Sage's theory of gravitation,0
Snell's law,Electromagnetic radiation,0
Force,Strength of materials,0
Joule,Electrostatics,0
Snell's law,Reflection (physics),0
Voltage,Hertz,0
Potential energy,Velocity,0
Light,Transverse wave,0
Electrical resistance and conductance,Length,0
Interference (wave propagation),Laser,0
Energy,Electron,0
Euclidean vector,Field (physics),0
Photoelectric effect,Amplitude,0
Shock wave,Rarefaction,0
Magnet,Temperature,0
Wave,Crest (physics),0
Capacitance,Potential energy,0
Rarefaction,Mass,0
Collision,Velocity,0
Light,Optical microscope,0
Force,Power (physics),0
Potential energy,Gravitational field,0
Physics,Plasticity (physics),0
Hooke's law,Kilogram,0
Ray (optics),Specular reflection,0
Torque,Velocity,0
Diffraction,Refractive index,0
Motion (physics),Doppler effect,0
