index,Concept,Prerequisite,label_prereq
98,Total internal reflection,Light,1
99,Laser,Light,1
100,Newton's law of universal gravitation,Distance,1
101,Electric potential energy,Energy,1
103,Inelastic collision,Collision,1
105,Diffraction,Physics,1
107,Free fall,Displacement (vector),1
108,Deformation (engineering),Physics,1
109,Equations of motion,Position (vector),1
111,Le Sage's theory of gravitation,Speed,1
112,Inelastic collision,Physics,1
113,Electromagnetic radiation,Magnet,1
114,Mechanical energy,Velocity,1
115,Scattering,Wave,1
116,Dispersion (optics),Phase velocity,1
118,Doppler effect,Speed,1
119,Electromotive force,Field (physics),1
120,Speed,Physics,1
121,Interference (wave propagation),Wave,1
122,Interference (wave propagation),Frequency,1
123,Magnetic field,Electric current,1
124,Electromagnetic radiation,Field (physics),1
126,Mechanical energy,Motion (physics),1
127,Energy level,Physics,1
128,Gravitational acceleration,Force,1
130,Equations of motion,Displacement (vector),1
133,Elastic collision,Speed,1
134,Doppler effect,Velocity,1
135,Dispersion (optics),Physics,1
140,Mechanical energy,Distance,1
141,Free fall,Force,1
143,Gravitational field,Gravity,1
145,Normal force,Contact force,1
146,Absorption spectroscopy,Wave,1
147,Non-inertial reference frame,Motion (physics),1
148,Intensity (physics),Force,1
149,Relative velocity,Velocity,1
150,Electric potential energy,Euclidean vector,1
151,Hooke's law,Length,1
152,Electromagnetic spectrum,Magnetic field,1
153,Potential energy,Energy,1
154,Shock wave,Wave,1
155,Electric potential,Electric potential energy,1
157,Virtual image,Ray (optics),1
159,Motion graphs and derivatives,Displacement (vector),1
160,Sound intensity,Sound,1
161,Acceleration,Distance,1
162,Crest (physics),Wave,1
163,Equations of motion,Motion (physics),1
166,Gravitational acceleration,Euclidean vector,1
168,Snell's law,Refractive index,1
169,Stiffness,Physics,1
170,Huygens–Fresnel principle,Amplitude,1
172,Acceleration,Motion (physics),1
173,Emission spectrum,Magnet,1
174,Velocity,Physics,1
175,Shock wave,Speed,1
176,Contact force,Force,1
177,Standing wave,Frequency,1
179,Dispersion (optics),Wave,1
180,Newton's laws of motion,Force,1
181,Acceleration,Velocity,1
182,Elasticity (physics),Deformation (engineering),1
184,Electrostatics,Displacement (vector),1
185,Free fall,Distance,1
186,Dielectric,Electric field,1
187,Sonic boom,Physics,1
188,Doppler effect,Frequency,1
189,Electric field,Physics,1
190,Electromagnetic radiation,Electric field,1
191,Gravity of Earth,Euclidean vector,1
192,Mirror image,Plane mirror,1
194,Ohm's law,Voltage,1
196,Refracting telescope,Wave,1
197,Position (vector),Euclidean vector,1
198,Potential energy,Motion (physics),1
199,Inelastic collision,Force,1
200,Electromagnetic spectrum,Electric field,1
201,Electrostatics,Physics,1
202,Free fall,Gravity,1
203,Total internal reflection,Physics,1
205,Inertial frame of reference,Physics,1
206,Sonic boom,Wave,1
207,Doppler effect,Motion (physics),1
208,Rarefaction,Wave,1
209,Potential energy,Work (physics),1
210,Electric potential energy,Force,1
211,Gravity of Earth,Speed,1
212,Hardness,Strength of materials,1
214,Refractive index,Physics,1
216,Fatigue (material),Deformation (engineering),1
217,Emission spectrum,Wavelength,1
218,Specular reflection,Reflection (physics),1
219,Acceleration,Speed,1
220,Kinetic energy,Mass,1
221,Electric potential energy,Motion (physics),1
223,Free fall,Speed,1
225,Doppler effect,Distance,1
226,Electric potential energy,Electric field,1
229,Work (physics),Distance,1
230,Equations of motion,Euclidean vector,1
231,Inertial frame of reference,Motion (physics),1
233,Electric potential energy,Field (physics),1
234,Potential energy,Force,1
236,Newton's laws of motion,Physics,1
237,Projectile motion,Velocity,1
239,Gravity of Earth,Force,1
240,Intensity (physics),Physics,1
241,Power (physics),Physics,1
243,Refractive index,Angle of incidence,1
244,Hardness,Deformation (engineering),1
245,Projectile motion,Physics,1
246,Le Sage's theory of gravitation,Gravity,1
247,Electromotive force,Force,1
250,Speed,Distance,1
251,Gravitational acceleration,Gravity,1
252,Projectile motion,Displacement (vector),1
253,Electromagnetic spectrum,Wave,1
254,Refractive index,Speed,1
255,Elastic collision,Energy,1
256,Electromagnetic spectrum,Frequency,1
257,Gravitational field,Newton's law of universal gravitation,1
259,Hooke's law,Deformation (engineering),1
261,Electromotive force,Magnet,1
262,Electrostatics,Work (physics),1
263,Electric field,Coulomb's law,1
264,Potential energy,Euclidean vector,1
265,Elastic collision,Mass,1
266,Electric field,Field (physics),1
268,Electromotive force,Electric field,1
269,Mechanical energy,Work (physics),1
270,Series and parallel circuits,Electrical resistance and conductance,1
271,Fatigue (material),Force,1
272,Free fall,Mass,1
273,Capacitance,Electric charge,1
274,Crest (physics),Physics,1
275,Mechanical energy,Potential energy,1
276,Potential energy,Position (vector),1
277,Creep (deformation),Deformation (engineering),1
278,Emission spectrum,Electromagnetic radiation,1
279,Electric potential,Coulomb's law,1
283,Inelastic collision,Energy,1
284,Electrical conductor,Physics,1
285,Gravitational constant,Distance,1
286,Specular reflection,Physics,1
287,Gravity of Earth,Distance,1
288,Projectile motion,Position (vector),1
289,Mechanical energy,Displacement (vector),1
292,Electromagnetic spectrum,Electromagnetic radiation,1
293,Wave,Physics,1
295,Hooke's law,Force,1
296,Electromotive force,Energy,1
297,Electric potential energy,Position (vector),1
298,Reflection (physics),Light,1
300,Free fall,Velocity,1
301,Emission spectrum,Field (physics),1
303,Absorption spectroscopy,Energy,1
304,Standing wave,Wave,1
305,Electrostatics,Force,1
306,Velocity,Distance,1
307,Shock wave,Energy,1
308,Geometrical optics,Ray (optics),1
309,Creep (deformation),Physics,1
310,Relative velocity,Physics,1
311,Total internal reflection,Angle of incidence,1
312,Elastic collision,Velocity,1
313,Mechanical energy,Mass,1
315,Snell's law,Light,1
316,Magnetism,Physics,1
317,Work (physics),Euclidean vector,1
320,Electromotive force,Coulomb's law,1
322,Transverse wave,Wave,1
324,Newton's law of universal gravitation,Force,1
326,Torque,Force,1
327,Pigment,Color,1
329,Scattering,Physics,1
330,Electric potential energy,Distance,1
331,Gravitational acceleration,Physics,1
332,Gravity,Physics,1
334,Projectile motion,Motion (physics),1
335,Hooke's law,Elasticity (physics),1
337,Electromagnetic spectrum,Magnet,1
338,Mirror image,Wave,1
339,Gravitational field,Physics,1
340,Potential energy,Displacement (vector),1
341,Mechanical energy,Kinetic energy,1
342,Plasticity (physics),Deformation (engineering),1
343,Projectile motion,Acceleration,1
344,Electromotive force,Physics,1
345,Optical microscope,Light,1
346,Standing wave,Wavelength,1
347,Frame of reference,Motion (physics),1
350,Electromagnetic spectrum,Absorption spectroscopy,1
351,Deformation (engineering),Force,1
352,Potential energy,Distance,1
353,Strength of materials,Deformation (engineering),1
354,Dielectric,Coulomb's law,1
355,Absorption spectroscopy,Frequency,1
356,Equations of motion,Velocity,1
357,Mechanical energy,Energy,1
358,Electric potential energy,Displacement (vector),1
360,Refractive index,Motion (physics),1
361,Series and parallel circuits,Ohm's law,1
363,Relative velocity,Distance,1
365,Creep (deformation),Force,1
366,Displacement (vector),Distance,1
367,Electromagnetic radiation,Force,1
369,Kinetic energy,Physics,1
370,Electrostatics,Electric field,1
371,Wavelength,Wave,1
372,Plasticity (physics),Force,1
373,Scattering,Wavelength,1
374,Electrostatics,Motion (physics),1
377,Electromagnetic radiation,Electron,1
378,Acceleration,Force,1
379,Displacement (vector),Motion (physics),1
380,Absorption spectroscopy,Wavelength,1
381,Electromagnetic radiation,Physics,1
382,Electric potential,Position (vector),1
383,Photoelectric effect,Light,1
384,Electric potential energy,Potential energy,1
385,Inelastic collision,Kinetic energy,1
386,Equations of motion,Distance,1
387,Torque,Lever,1
389,Gravitational acceleration,Distance,1
391,Electromagnetic spectrum,Electron,1
392,Standing wave,Physics,1
393,Sound intensity,Intensity (physics),1
394,Refracting telescope,Physics,1
395,Acceleration,Euclidean vector,1
396,Le Sage's theory of gravitation,Distance,1
397,Gravitational constant,Newton's law of universal gravitation,1
398,Dielectric,Physics,1
399,Hardness,Force,1
400,Strength of materials,Elasticity (physics),1
401,Electric potential,Work (physics),1
402,Elastic collision,Force,1
403,Ray (optics),Light,1
405,Geometrical optics,Light,1
406,Electric potential energy,Coulomb's law,1
407,Total internal reflection,Wave,1
408,Total internal reflection,Reflection (physics),1
411,Fatigue (material),Elasticity (physics),1
412,Magnetic field,Force,1
413,Mirror image,Physics,1
414,Velocity,Motion (physics),1
415,Electric potential,Energy,1
416,Hooke's law,Physics,1
417,Fatigue (material),Physics,1
418,Work (physics),Displacement (vector),1
420,Free fall,Acceleration,1
422,Wavelength,Physics,1
423,Displacement (vector),Position (vector),1
425,Intensity (physics),Power (physics),1
426,Emission spectrum,Wave,1
427,Magnetic field,Physics,1
428,Electrostatics,Position (vector),1
429,Gravity of Earth,Acceleration,1
430,Emission spectrum,Energy,1
431,Emission spectrum,Electric field,1
432,Virtual image,Light,1
433,Electrostatics,Field (physics),1
435,Electromotive force,Magnetic field,1
437,Normal force,Physics,1
438,Snell's law,Distance,1
439,Motion graphs and derivatives,Velocity,1
441,Power (physics),Energy,1
443,Gravity of Earth,Velocity,1
444,Gravitational field,Mass,1
449,Hertz,Frequency,1
450,Specular reflection,Ray (optics),1
451,Le Sage's theory of gravitation,Physics,1
452,Motion graphs and derivatives,Distance,1
453,Mirror image,Light,1
454,Contact force,Physics,1
455,Sound intensity,Force,1
456,Hardness,Physics,1
457,Motion (physics),Physics,1
459,Elastic collision,Distance,1
460,Mechanical energy,Physics,1
461,Gravitational acceleration,Speed,1
462,Doppler effect,Relative velocity,1
463,Snell's law,Wavelength,1
464,Elasticity (physics),Force,1
465,Electromagnetic spectrum,Electric current,1
466,Specular reflection,Light,1
468,Electrostatics,Electric potential energy,1
469,Sound intensity,Physics,1
470,Electromagnetic radiation,Coulomb's law,1
471,Equations of motion,Acceleration,1
472,Absorption spectroscopy,Physics,1
473,Dielectric,Field (physics),1
474,Standing wave,Amplitude,1
475,Photoelectric effect,Energy,1
476,Sound intensity,Power (physics),1
478,Lever,Physics,1
479,Refracting telescope,Refraction,1
480,Emission spectrum,Coulomb's law,1
481,Interference (wave propagation),Wavelength,1
482,Electric potential,Physics,1
483,Electromagnetic spectrum,Light,1
484,Stiffness,Force,1
485,Gravitational acceleration,Mass,1
486,Emission spectrum,Electric current,1
0,Magnetic field,Inertial frame of reference,0
2,Energy,Planet,0
3,Mechanical energy,Gravitational field,0
4,Physics,Electric potential energy,0
5,Newton's laws of motion,Motion,0
6,Motion graphs and derivatives,Acceleration,0
7,Speed,Length,0
8,Energy,Intensity (physics),0
10,Hooke's law,Work (physics),0
12,Physics,Collision,0
13,Electron,Mechanical energy,0
14,Mass,Wave,0
15,Potential energy,Gravity,0
16,Refractive index,Electric field,0
18,Photoelectric effect,Collision,0
19,Refractive index,Reflection (physics),0
25,Electrical conductor,Electromagnetic spectrum,0
26,Magnetic field,Velocity,0
27,Crest (physics),Doppler effect,0
28,Wave,Reflection (physics),0
29,Energy,Collision,0
30,Sound intensity,Wave,0
31,Refractive index,Scattering,0
32,Physics,Stiffness,0
33,Magnetic field,Relative velocity,0
35,Electric potential,Joule,0
36,Temperature,Physics,0
37,Energy level,Temperature,0
39,Normal force,Velocity,0
40,Electromagnetic radiation,Velocity,0
41,Magnetism,Electric current,0
42,Electric potential,Magnetic field,0
44,Position (vector),Acceleration,0
46,Physics,Snell's law,0
49,Diffraction,Scattering,0
51,Capacitance,Coulomb,0
52,Dielectric,Voltage,0
54,Magnetism,Field line,0
56,Distance,Optical microscope,0
58,Electrostatics,Electric current,0
61,Electron,Electroscope,0
63,Intensity (physics),Light,0
64,Electron,Frequency,0
66,Temperature,Absorption spectroscopy,0
67,Newton's laws of motion,Collision,0
69,Laser,Absorption spectroscopy,0
70,Work (physics),Potential energy,0
74,Acceleration,Work (physics),0
75,Reflection (physics),Total internal reflection,0
78,Refractive index,Laser,0
80,Amplitude,Doppler effect,0
82,Intensity (physics),Velocity,0
83,Gravity of Earth,Torque,0
84,Deformation (engineering),Elasticity (physics),0
87,Magnetic field,Mirror image,0
90,Potential energy,Power (physics),0
92,Energy,Power (physics),0
93,Le Sage's theory of gravitation,Collision,0
95,Electron,Absorption spectroscopy,0
97,Physics,Rarefaction,0
98,Plasticity (physics),Hardness,0
99,Physics,Gravitational acceleration,0
100,Speed,Magnetic field,0
103,Elasticity (physics),Wave,0
104,Phase velocity,Dispersion (optics),0
105,Physics,Wavelength,0
106,Fracture,Strength of materials,0
109,Force,Sound intensity,0
110,Wavelength,Dispersion (optics),0
111,Temperature,Electrical resistance and conductance,0
113,Field (physics),Planet,0
117,Energy level,Wavelength,0
119,Euclidean vector,Electrostatics,0
120,Friction,Hooke's law,0
121,Le Sage's theory of gravitation,Elastic collision,0
124,Newton's law of universal gravitation,Gravitational constant,0
125,Wave,Transverse wave,0
128,Acceleration,Non-inertial reference frame,0
130,Newton's law of universal gravitation,Gravitational field,0
131,Potential energy,Torque,0
134,Photoelectric effect,Kinetic energy,0
135,Position (vector),Motion (physics),0
136,Energy,Electromotive force,0
138,Newton's laws of motion,Gravity of Earth,0
139,Light,Wavelength,0
140,Force,Plasticity (physics),0
141,Newton's law of universal gravitation,Kilogram,0
143,Total internal reflection,Laser,0
144,Electrical conductor,Metre,0
146,Energy,Hertz,0
147,Wavelength,Interference (wave propagation),0
149,Work (physics),Joule,0
151,Photoelectric effect,Hertz,0
152,Inertial frame of reference,Collision,0
153,Light,Plane mirror,0
154,Speed,Snell's law,0
157,Force,Projectile motion,0
159,Snell's law,Velocity,0
160,Velocity,Elastic collision,0
161,Power (physics),Kilogram,0
162,Magnetic field,Energy,0
163,Joule,Mechanical energy,0
165,Mass,Electron,0
166,Force,Potential energy,0
168,Electric field,Mass,0
169,Refractive index,Temperature,0
171,Newton's laws of motion,Work (physics),0
173,Electrostatics,Field line,0
174,Diffraction,Huygens–Fresnel principle,0
175,Force,Elasticity (physics),0
176,Energy,Potential energy,0
177,Electric field,Coulomb,0
179,Wave,Total internal reflection,0
181,Lever,Length,0
183,Intensity (physics),Laser,0
184,Magnetism,Length,0
185,Light,Refracting telescope,0
186,Physics,Shock wave,0
187,Photoelectric effect,Electromagnetic radiation,0
188,Dielectric,Hertz,0
189,Magnetic field,Voltage,0
191,Interference (wave propagation),Electron,0
195,Magnetic field,Dielectric,0
197,Amplitude,Refractive index,0
198,Specular reflection,Refractive index,0
199,Speed,Electron,0
200,Gravitational acceleration,Planet,0
201,Distance,Free fall,0
205,Refractive index,Mass,0
206,Electrostatics,Electrical conductor,0
208,Frame of reference,Electromagnetic spectrum,0
209,Capacitor,Laser,0
212,Magnetic field,Torque,0
213,Physics,Displacement (vector),0
214,Intensity (physics),Wave,0
215,Wave,Energy,0
216,Capacitor,Dielectric,0
217,Geometrical optics,Snell's law,0
218,Wave,Doppler effect,0
220,Power (physics),Intensity (physics),0
221,Le Sage's theory of gravitation,Energy,0
222,Capacitance,Electric current,0
223,Hooke's law,Stiffness,0
228,Motion (physics),Energy,0
229,Energy,Sonic boom,0
233,Physics,Electric field,0
236,Force,Stiffness,0
237,Distance,Gravity of Earth,0
239,Electric charge,Capacitance,0
243,Energy,Laser,0
244,Electric field,Wavelength,0
246,Force,Elastic collision,0
247,Refraction,Absorption spectroscopy,0
248,Refraction,Electromagnetic spectrum,0
250,Newton's laws of motion,Contact force,0
251,Coulomb's law,Dielectric,0
253,Electron,Distance,0
254,Le Sage's theory of gravitation,Wavelength,0
255,Collision,Le Sage's theory of gravitation,0
257,Magnetic field,Potential energy,0
259,Electric field,Force,0
260,Physics,Wave,0
262,Amplitude,Huygens–Fresnel principle,0
263,Motion (physics),Electrostatics,0
265,Scattering,Velocity,0
267,Electron,Specular reflection,0
268,Standing wave,Voltage,0
271,Inelastic collision,Elastic collision,0
272,Magnetism,Coulomb,0
274,Refractive index,Telescope,0
275,Energy,Mechanical energy,0
277,Wave,Intensity (physics),0
278,Mass,Distance,0
279,Equations of motion,Field (physics),0
280,Displacement (vector),Work (physics),0
281,Kinetic energy,Mechanical energy,0
283,Velocity,Wave,0
284,Mirror image,Distance,0
285,Gravity,Gravitational acceleration,0
287,Wave,Elasticity (physics),0
288,Pitch (music),Hertz,0
289,Speed,Shock wave,0
292,Electron,Electrostatics,0
294,Euclidean vector,Gravitational acceleration,0
296,Fracture,Elasticity (physics),0
298,Distance,Elastic collision,0
301,Potential energy,Metre,0
303,Displacement (vector),Projectile motion,0
304,Electric potential,Capacitance,0
305,Motion (physics),Newton's laws of motion,0
309,Temperature,Wavelength,0
310,Interference (wave propagation),Crest (physics),0
311,Wave,Electromagnetic spectrum,0
313,Motion (physics),Elastic collision,0
314,Inertial frame of reference,Velocity,0
315,Work (physics),Electrostatics,0
316,Force,Magnet,0
317,Force,Torque,0
319,Motion (physics),Inertial frame of reference,0
320,Capacitance,Distance,0
321,Coulomb's law,Emission spectrum,0
322,Position (vector),Free fall,0
325,Electrical resistance and conductance,Energy,0
326,Motion (physics),Mass,0
327,Magnet,Euclidean vector,0
328,Voltage,Electric current,0
331,Force,Creep (deformation),0
332,Dielectric,Velocity,0
333,Velocity,Speed,0
334,Energy,Temperature,0
335,Euclidean vector,Gravity of Earth,0
336,Electrical conductor,Electroscope,0
337,Electrical resistance and conductance,Ohm,0
338,Amplitude,Voltage,0
339,Energy,Dielectric,0
340,Wave,Mass,0
341,Energy,Equations of motion,0
342,Physics,Contact force,0
344,Magnet,Mass,0
345,Speed,Gravity of Earth,0
346,Energy,Electrostatics,0
349,Mirror image,Length,0
350,Diffraction,Specular reflection,0
353,Motion (physics),Temperature,0
354,Photoelectric effect,Color,0
356,Intensity (physics),Speed,0
357,Electric potential energy,Coulomb,0
358,Specular reflection,Refraction,0
359,Refractive index,Frequency,0
360,Lever,Energy,0
361,Electromagnetic radiation,Laser,0
363,Snell's law,Telescope,0
365,Electron,Electrical conductor,0
366,Interference (wave propagation),Ray (optics),0
367,Energy,Energy level,0
368,Refraction,Length,0
369,Joule,Coulomb,0
374,Wave,Frequency,0
376,Telescope,Optical microscope,0
378,Ohm,Electromotive force,0
381,Physics,Electromagnetic spectrum,0
382,Electron,Potential energy,0
383,Torque,Speed,0
388,Force,Emission spectrum,0
389,Hooke's law,Mass,0
390,Sonic boom,Hertz,0
393,Electron,Le Sage's theory of gravitation,0
394,Force,Electrostatics,0
395,Elasticity (physics),Energy,0
396,Energy,Emission spectrum,0
399,Amplitude,Distance,0
400,Frequency,Interference (wave propagation),0
403,Physics,Newton's law of universal gravitation,0
404,Diffraction,Wavelength,0
407,Field (physics),Dielectric,0
408,Magnetic field,Temperature,0
410,Electric potential,Gravity,0
413,Distance,Lever,0
414,Force,Length,0
416,Refractive index,Color,0
419,Sound,Sound intensity,0
420,Torque,Energy,0
422,Field (physics),Electrostatics,0
423,Gravity of Earth,Free fall,0
424,Position (vector),Electric potential,0
426,Dielectric,Reflection (physics),0
427,Interference (wave propagation),Energy,0
428,Force,Inelastic collision,0
430,Energy,Electromagnetic radiation,0
432,Friction,Deformation (engineering),0
433,Temperature,Velocity,0
434,Elasticity (physics),Strength of materials,0
440,Curved mirror,Geometrical optics,0
441,Interference (wave propagation),Standing wave,0
442,Physics,Elastic collision,0
443,Speed,Inelastic collision,0
444,Energy,Mirror image,0
446,Distance,Physics,0
447,Force,Fatigue (material),0
452,Electric field,Wave,0
453,Speed,Refraction,0
454,Gravity of Earth,Newton's law of universal gravitation,0
455,Refraction,Snell's law,0
457,Sound intensity,Velocity,0
458,Electromagnetic radiation,Transverse wave,0
460,Magnification,Virtual image,0
461,Motion (physics),Force,0
463,Mass,Gravity of Earth,0
466,Shock wave,Velocity,0
467,Electric field,Electric potential,0
469,Hertz,Kilogram,0
474,Force,Le Sage's theory of gravitation,0
475,Force,Direction (geometry),0
480,Speed,Dielectric,0
481,Magnet,Force,0
483,Mass,Absorption spectroscopy,0
484,Acceleration,Energy,0
485,Joule,Torque,0
488,Velocity,Length,0
489,Velocity,Mechanical energy,0
492,Electron,Dielectric,0
494,Dispersion (optics),Refracting telescope,0
495,Voltage,Power (physics),0
496,Equations of motion,Length,0
497,Electric current,Electrical resistance and conductance,0
499,Amplitude,Electrical resistance and conductance,0
500,Distance,Equations of motion,0
501,Absorption spectroscopy,Electromagnetic spectrum,0
505,Wavelength,Doppler effect,0
506,Wave,Length,0
508,Telescope,Electromagnetic radiation,0
509,Curved mirror,Reflection (physics),0
510,Voltage,Coulomb,0
511,Friction,Normal force,0
512,Physics,Hardness,0
513,Euclidean vector,Inertial frame of reference,0
514,Voltage,Electrical resistance and conductance,0
515,Distance,Doppler effect,0
516,Coulomb's law,Electric field,0
517,Electromagnetic radiation,Dispersion (optics),0
518,Displacement (vector),Potential energy,0
522,Specular reflection,Mirror image,0
523,Electromagnetic spectrum,Reflection (physics),0
524,Electron,Refractive index,0
525,Electric potential,Gravitational field,0
526,Coulomb's law,Electric potential energy,0
527,Magnet,Electromagnetic spectrum,0
528,Plasticity (physics),Hooke's law,0
530,Physics,Diffraction,0
531,Electromotive force,Joule,0
532,Deformation (engineering),Strength of materials,0
533,Virtual image,Plane mirror,0
536,Sonic boom,Mass,0
538,Equations of motion,Torque,0
539,Electromagnetic spectrum,Metre,0
540,Motion (physics),Acceleration,0
544,Electric field,Electric potential energy,0
547,Capacitance,Energy,0
548,Wave,Dielectric,0
550,Shock wave,Force,0
551,Interference (wave propagation),Electromagnetic spectrum,0
552,Virtual image,Optical microscope,0
553,Motion (physics),Velocity,0
555,Hooke's law,Distance,0
557,Field (physics),Emission spectrum,0
558,Refractive index,Wavelength,0
559,Le Sage's theory of gravitation,Velocity,0
560,Speed,Collision,0
561,Electron,Dispersion (optics),0
564,Acceleration,Electromagnetic radiation,0
566,Magnet,Length,0
568,Euclidean vector,Free fall,0
570,Wave,Le Sage's theory of gravitation,0
571,Voltage,Electric potential,0
573,Acceleration,Direction (geometry),0
574,Photoelectric effect,Voltage,0
576,Energy,Absorption spectroscopy,0
577,Physics,Electric potential,0
579,Inelastic collision,Velocity,0
580,Speed,Mass,0
582,Coulomb's law,Electromagnetic spectrum,0
585,Physics,Projectile motion,0
588,Hooke's law,Wave,0
589,Acceleration,Newton's law of universal gravitation,0
590,Kinetic energy,Force,0
591,Magnet,Electrical resistance and conductance,0
592,Energy,Projectile motion,0
593,Motion (physics),Magnetism,0
594,Torque,Distance,0
598,Magnet,Field (physics),0
599,Voltage,Voltmeter,0
600,Diffraction,Optical microscope,0
603,Laser,Power (physics),0
605,Le Sage's theory of gravitation,Laser,0
606,Torque,Length,0
608,Electroscope,Capacitance,0
611,Photoelectric effect,Electric field,0
612,Energy level,Potential energy,0
613,Physics,Non-inertial reference frame,0
614,Wave,Interference (wave propagation),0
616,Light,Hertz,0
617,Elasticity (physics),Hooke's law,0
618,Reflection (physics),Wavelength,0
619,Joule,Power (physics),0
620,Specular reflection,Wavelength,0
621,Electromagnetic radiation,Metre,0
622,Magnetism,Electron,0
624,Collision,Planet,0
628,Electron,Reflection (physics),0
630,Electron,Kilogram,0
631,Potential energy,Electric potential energy,0
632,Free fall,Metre,0
633,Electromotive force,Voltmeter,0
634,Friction,Coulomb,0
636,Deformation (engineering),Fatigue (material),0
637,Wave,Electron,0
639,Newton's law of universal gravitation,Velocity,0
641,Energy,Wavelength,0
642,Free fall,Planet,0
643,Telescope,Planet,0
645,Position (vector),Potential energy,0
652,Displacement (vector),Electrostatics,0
653,Force,Mechanical energy,0
654,Voltage,Electric field,0
658,Dielectric,Frequency,0
659,Electric potential,Electroscope,0
660,Shock wave,Magnetic field,0
662,Physics,Motion (physics),0
665,Electron,Electromagnetic spectrum,0
667,Gravity,Gravitational field,0
668,Light,Reflection (physics),0
669,Magnetism,Magnetic field,0
670,Energy level,Emission spectrum,0
671,Physics,Lever,0
672,Resonance (particle physics),Scattering,0
673,Energy,Tension (physics),0
674,Kinetic energy,Elastic collision,0
675,Wavelength,Scattering,0
676,Capacitance,Length,0
677,Energy level,Absorption spectroscopy,0
678,Acceleration,Photoelectric effect,0
679,Strength of materials,Hardness,0
681,Electron,Contact force,0
682,Friction,Electron,0
684,Distance,Electric potential,0
688,Ray (optics),Snell's law,0
689,Light,Mirror image,0
691,Velocity,Gravity of Earth,0
694,Hooke's law,Torque,0
696,Field (physics),Electromotive force,0
697,Angle of incidence,Total internal reflection,0
698,Gravitational acceleration,Energy,0
701,Magnetism,Capacitance,0
702,Wavelength,Snell's law,0
703,Euclidean vector,Position (vector),0
705,Distance,Acceleration,0
707,Electric potential energy,Electric potential,0
709,Hardness,Kilogram,0
710,Electrical conductor,Electrical resistance and conductance,0
712,Physics,Reflection (physics),0
716,Sound intensity,Distance,0
718,Friction,Hardness,0
720,Deformation (engineering),Plasticity (physics),0
722,Magnetic field,Mass,0
723,Force,Tension (physics),0
724,Electron,Field line,0
725,Light,Photoelectric effect,0
726,Speed,Magnetism,0
727,Energy,Elastic collision,0
729,Torque,Gravity,0
730,Capacitor,Insulator (electricity),0
733,Scalar (mathematics),Distance,0
734,Fracture,Hardness,0
736,Magnetic field,Wave,0
737,Wave,Motion (physics),0
738,Velocity,Work (physics),0
741,Amplitude,Standing wave,0
743,Physics,Electromagnetic radiation,0
746,Dielectric,Electromagnetic spectrum,0
749,Wave,Magnet,0
750,Energy,Creep (deformation),0
753,Speed,Magnet,0
755,Frequency,Hooke's law,0
756,Physics,Electrical conductor,0
757,Wave,Photoelectric effect,0
758,Electroscope,Coulomb's law,0
759,Energy,Mass,0
760,Ray (optics),Diffraction,0
761,Frequency,Metre,0
762,Speed,Equations of motion,0
764,Wavelength,Speed,0
