index,Concept,Prerequisite,label_prereq
226,Electric potential energy,Electric field,1
227,Elastic collision,Physics,1
228,Torque,Physics,1
229,Work (physics),Distance,1
230,Equations of motion,Euclidean vector,1
232,Refraction,Physics,1
234,Potential energy,Force,1
235,Mass,Physics,1
236,Newton's laws of motion,Physics,1
238,Lever,Force,1
241,Power (physics),Physics,1
242,Motion graphs and derivatives,Position (vector),1
243,Refractive index,Angle of incidence,1
244,Hardness,Deformation (engineering),1
245,Projectile motion,Physics,1
246,Le Sage's theory of gravitation,Gravity,1
248,Doppler effect,Wavelength,1
249,Hardness,Fracture,1
250,Speed,Distance,1
252,Projectile motion,Displacement (vector),1
253,Electromagnetic spectrum,Wave,1
255,Elastic collision,Energy,1
257,Gravitational field,Newton's law of universal gravitation,1
258,Electrostatics,Energy,1
260,Elastic collision,Motion (physics),1
262,Electrostatics,Work (physics),1
263,Electric field,Coulomb's law,1
264,Potential energy,Euclidean vector,1
265,Elastic collision,Mass,1
267,Interference (wave propagation),Amplitude,1
268,Electromotive force,Electric field,1
269,Mechanical energy,Work (physics),1
271,Fatigue (material),Force,1
272,Free fall,Mass,1
273,Capacitance,Electric charge,1
274,Crest (physics),Physics,1
276,Potential energy,Position (vector),1
277,Creep (deformation),Deformation (engineering),1
278,Emission spectrum,Electromagnetic radiation,1
279,Electric potential,Coulomb's law,1
280,Transmission medium,Wave,1
281,Transmission medium,Physics,1
282,Mechanical energy,Position (vector),1
283,Inelastic collision,Energy,1
284,Electrical conductor,Physics,1
285,Gravitational constant,Distance,1
286,Specular reflection,Physics,1
287,Gravity of Earth,Distance,1
288,Projectile motion,Position (vector),1
290,Shock wave,Physics,1
291,Rarefaction,Physics,1
292,Electromagnetic spectrum,Electromagnetic radiation,1
293,Wave,Physics,1
294,Electrical conductor,Electric current,1
295,Hooke's law,Force,1
296,Electromotive force,Energy,1
299,Electromagnetic spectrum,Physics,1
300,Free fall,Velocity,1
301,Emission spectrum,Field (physics),1
302,Series and parallel circuits,Voltage,1
304,Standing wave,Wave,1
308,Geometrical optics,Ray (optics),1
309,Creep (deformation),Physics,1
310,Relative velocity,Physics,1
311,Total internal reflection,Angle of incidence,1
312,Elastic collision,Velocity,1
313,Mechanical energy,Mass,1
314,Electric potential energy,Physics,1
315,Snell's law,Light,1
317,Work (physics),Euclidean vector,1
318,Motion graphs and derivatives,Motion (physics),1
319,Free fall,Euclidean vector,1
320,Electromotive force,Coulomb's law,1
321,Free fall,Motion (physics),1
323,Acceleration,Physics,1
325,Projectile motion,Force,1
326,Torque,Force,1
327,Pigment,Color,1
328,Refractive index,Refraction,1
329,Scattering,Physics,1
330,Electric potential energy,Distance,1
333,Refraction,Wave,1
334,Projectile motion,Motion (physics),1
335,Hooke's law,Elasticity (physics),1
336,Dispersion (optics),Color,1
337,Electromagnetic spectrum,Magnet,1
338,Mirror image,Wave,1
339,Gravitational field,Physics,1
340,Potential energy,Displacement (vector),1
341,Mechanical energy,Kinetic energy,1
343,Projectile motion,Acceleration,1
345,Optical microscope,Light,1
346,Standing wave,Wavelength,1
347,Frame of reference,Motion (physics),1
348,Series and parallel circuits,Electric current,1
349,Refractive index,Distance,1
355,Absorption spectroscopy,Frequency,1
356,Equations of motion,Velocity,1
357,Mechanical energy,Energy,1
358,Electric potential energy,Displacement (vector),1
359,Magnetism,Force,1
360,Refractive index,Motion (physics),1
362,Dielectric,Electric current,1
363,Relative velocity,Distance,1
364,Work (physics),Physics,1
368,Free fall,Position (vector),1
369,Kinetic energy,Physics,1
370,Electrostatics,Electric field,1
371,Wavelength,Wave,1
372,Plasticity (physics),Force,1
373,Scattering,Wavelength,1
375,Emission spectrum,Physics,1
376,Emission spectrum,Magnetic field,1
377,Electromagnetic radiation,Electron,1
378,Acceleration,Force,1
379,Displacement (vector),Motion (physics),1
380,Absorption spectroscopy,Wavelength,1
381,Electromagnetic radiation,Physics,1
384,Electric potential energy,Potential energy,1
385,Inelastic collision,Kinetic energy,1
386,Equations of motion,Distance,1
387,Torque,Lever,1
388,Hardness,Plasticity (physics),1
389,Gravitational acceleration,Distance,1
390,Shock wave,Motion (physics),1
391,Electromagnetic spectrum,Electron,1
392,Standing wave,Physics,1
395,Acceleration,Euclidean vector,1
396,Le Sage's theory of gravitation,Distance,1
397,Gravitational constant,Newton's law of universal gravitation,1
398,Dielectric,Physics,1
399,Hardness,Force,1
400,Strength of materials,Elasticity (physics),1
401,Electric potential,Work (physics),1
402,Elastic collision,Force,1
403,Ray (optics),Light,1
404,Electric potential,Field (physics),1
405,Geometrical optics,Light,1
406,Electric potential energy,Coulomb's law,1
407,Total internal reflection,Wave,1
408,Total internal reflection,Reflection (physics),1
409,Relative velocity,Speed,1
410,Reflection (physics),Wave,1
412,Magnetic field,Force,1
413,Mirror image,Physics,1
415,Electric potential,Energy,1
417,Fatigue (material),Physics,1
418,Work (physics),Displacement (vector),1
419,Snell's law,Physics,1
421,Work (physics),Energy,1
422,Wavelength,Physics,1
423,Displacement (vector),Position (vector),1
424,Electromotive force,Electric current,1
425,Intensity (physics),Power (physics),1
427,Magnetic field,Physics,1
428,Electrostatics,Position (vector),1
430,Emission spectrum,Energy,1
431,Emission spectrum,Electric field,1
434,Gravitational acceleration,Velocity,1
435,Electromotive force,Magnetic field,1
436,Electromagnetic radiation,Energy,1
437,Normal force,Physics,1
440,Non-inertial reference frame,Physics,1
441,Power (physics),Energy,1
442,Dielectric,Energy,1
443,Gravity of Earth,Velocity,1
444,Gravitational field,Mass,1
445,Snell's law,Angle of incidence,1
446,Mechanical energy,Force,1
447,Magnetism,Magnet,1
448,Voltmeter,Voltage,1
449,Hertz,Frequency,1
451,Le Sage's theory of gravitation,Physics,1
452,Motion graphs and derivatives,Distance,1
454,Contact force,Physics,1
455,Sound intensity,Force,1
456,Hardness,Physics,1
457,Motion (physics),Physics,1
458,Electromagnetic spectrum,Coulomb's law,1
459,Elastic collision,Distance,1
460,Mechanical energy,Physics,1
461,Gravitational acceleration,Speed,1
463,Snell's law,Wavelength,1
464,Elasticity (physics),Force,1
465,Electromagnetic spectrum,Electric current,1
466,Specular reflection,Light,1
467,Refracting telescope,Telescope,1
468,Electrostatics,Electric potential energy,1
469,Sound intensity,Physics,1
470,Electromagnetic radiation,Coulomb's law,1
472,Absorption spectroscopy,Physics,1
473,Dielectric,Field (physics),1
474,Standing wave,Amplitude,1
475,Photoelectric effect,Energy,1
476,Sound intensity,Power (physics),1
477,Electromagnetic radiation,Electric current,1
479,Refracting telescope,Refraction,1
481,Interference (wave propagation),Wavelength,1
484,Stiffness,Force,1
0,Magnetic field,Inertial frame of reference,0
2,Energy,Planet,0
3,Mechanical energy,Gravitational field,0
4,Physics,Electric potential energy,0
5,Newton's laws of motion,Motion,0
6,Motion graphs and derivatives,Acceleration,0
7,Speed,Length,0
12,Physics,Collision,0
13,Electron,Mechanical energy,0
14,Mass,Wave,0
15,Potential energy,Gravity,0
16,Refractive index,Electric field,0
18,Photoelectric effect,Collision,0
19,Refractive index,Reflection (physics),0
23,Diffraction,Field (physics),0
25,Electrical conductor,Electromagnetic spectrum,0
26,Magnetic field,Velocity,0
27,Crest (physics),Doppler effect,0
29,Energy,Collision,0
30,Sound intensity,Wave,0
31,Refractive index,Scattering,0
32,Physics,Stiffness,0
33,Magnetic field,Relative velocity,0
35,Electric potential,Joule,0
37,Energy level,Temperature,0
38,Velocity,Doppler effect,0
39,Normal force,Velocity,0
42,Electric potential,Magnetic field,0
44,Position (vector),Acceleration,0
46,Physics,Snell's law,0
47,Energy,Joule,0
49,Diffraction,Scattering,0
50,Plane mirror,Length,0
54,Magnetism,Field line,0
56,Distance,Optical microscope,0
59,Displacement (vector),Mass,0
61,Electron,Electroscope,0
62,Electroscope,Electrostatics,0
64,Electron,Frequency,0
65,Angle of incidence,Ray (optics),0
66,Temperature,Absorption spectroscopy,0
69,Laser,Absorption spectroscopy,0
70,Work (physics),Potential energy,0
71,Voltage,Electromotive force,0
73,Position (vector),Force,0
74,Acceleration,Work (physics),0
77,Absorption spectroscopy,Planet,0
78,Refractive index,Laser,0
79,Gravity,Doppler effect,0
81,Wave,Tension (physics),0
82,Intensity (physics),Velocity,0
83,Gravity of Earth,Torque,0
85,Acceleration,Electric potential,0
92,Energy,Power (physics),0
93,Le Sage's theory of gravitation,Collision,0
94,Specular reflection,Euclidean vector,0
95,Electron,Absorption spectroscopy,0
97,Physics,Rarefaction,0
98,Plasticity (physics),Hardness,0
99,Physics,Gravitational acceleration,0
100,Speed,Magnetic field,0
103,Elasticity (physics),Wave,0
104,Phase velocity,Dispersion (optics),0
105,Physics,Wavelength,0
109,Force,Sound intensity,0
110,Wavelength,Dispersion (optics),0
111,Temperature,Electrical resistance and conductance,0
112,Magnetic field,Absorption spectroscopy,0
116,Energy,Sound intensity,0
117,Energy level,Wavelength,0
119,Euclidean vector,Electrostatics,0
121,Le Sage's theory of gravitation,Elastic collision,0
122,Hertz,Velocity,0
124,Newton's law of universal gravitation,Gravitational constant,0
125,Wave,Transverse wave,0
127,Laser,Doppler effect,0
135,Position (vector),Motion (physics),0
136,Energy,Electromotive force,0
138,Newton's laws of motion,Gravity of Earth,0
139,Light,Wavelength,0
141,Newton's law of universal gravitation,Kilogram,0
143,Total internal reflection,Laser,0
144,Electrical conductor,Metre,0
145,Telescope,Reflection (physics),0
146,Energy,Hertz,0
147,Wavelength,Interference (wave propagation),0
148,Magnet,Electric field,0
149,Work (physics),Joule,0
152,Inertial frame of reference,Collision,0
153,Light,Plane mirror,0
154,Speed,Snell's law,0
156,Magnification,Refracting telescope,0
157,Force,Projectile motion,0
158,Force,Hardness,0
159,Snell's law,Velocity,0
160,Velocity,Elastic collision,0
161,Power (physics),Kilogram,0
165,Mass,Electron,0
166,Force,Potential energy,0
168,Electric field,Mass,0
170,Field line,Magnetic field,0
171,Newton's laws of motion,Work (physics),0
177,Electric field,Coulomb,0
178,Electric field,Electric current,0
179,Wave,Total internal reflection,0
180,Frequency,Energy,0
181,Lever,Length,0
182,Physics,Transmission medium,0
183,Intensity (physics),Laser,0
185,Light,Refracting telescope,0
186,Physics,Shock wave,0
188,Dielectric,Hertz,0
189,Magnetic field,Voltage,0
190,Tension (physics),Mass,0
191,Interference (wave propagation),Electron,0
192,Euclidean vector,Force,0
196,Interference (wave propagation),Huygens–Fresnel principle,0
197,Amplitude,Refractive index,0
198,Specular reflection,Refractive index,0
199,Speed,Electron,0
200,Gravitational acceleration,Planet,0
201,Distance,Free fall,0
203,Velocity,Metre,0
205,Refractive index,Mass,0
206,Electrostatics,Electrical conductor,0
208,Frame of reference,Electromagnetic spectrum,0
209,Capacitor,Laser,0
210,Ohm,Coulomb,0
212,Magnetic field,Torque,0
214,Intensity (physics),Wave,0
215,Wave,Energy,0
217,Geometrical optics,Snell's law,0
218,Wave,Doppler effect,0
220,Power (physics),Intensity (physics),0
221,Le Sage's theory of gravitation,Energy,0
222,Capacitance,Electric current,0
223,Hooke's law,Stiffness,0
225,Physics,Emission spectrum,0
228,Motion (physics),Energy,0
229,Energy,Sonic boom,0
230,Magnetic field,Gravity of Earth,0
231,Electron,Electromagnetic radiation,0
232,Acceleration,Torque,0
233,Physics,Electric field,0
234,Diffraction,Interference (wave propagation),0
236,Force,Stiffness,0
237,Distance,Gravity of Earth,0
239,Electric charge,Capacitance,0
240,Friction,Mass,0
242,Free fall,Gravitational field,0
243,Energy,Laser,0
244,Electric field,Wavelength,0
245,Elasticity (physics),Hardness,0
246,Force,Elastic collision,0
250,Newton's laws of motion,Contact force,0
251,Coulomb's law,Dielectric,0
253,Electron,Distance,0
254,Le Sage's theory of gravitation,Wavelength,0
255,Collision,Le Sage's theory of gravitation,0
257,Magnetic field,Potential energy,0
259,Electric field,Force,0
260,Physics,Wave,0
261,Refractive index,Snell's law,0
262,Amplitude,Huygens–Fresnel principle,0
263,Motion (physics),Electrostatics,0
264,Acceleration,Field (physics),0
267,Electron,Specular reflection,0
268,Standing wave,Voltage,0
270,Diffraction,Dispersion (optics),0
271,Inelastic collision,Elastic collision,0
272,Magnetism,Coulomb,0
274,Refractive index,Telescope,0
275,Energy,Mechanical energy,0
277,Wave,Intensity (physics),0
279,Equations of motion,Field (physics),0
280,Displacement (vector),Work (physics),0
281,Kinetic energy,Mechanical energy,0
284,Mirror image,Distance,0
285,Gravity,Gravitational acceleration,0
287,Wave,Elasticity (physics),0
288,Pitch (music),Hertz,0
289,Speed,Shock wave,0
291,Speed,Electromagnetic spectrum,0
294,Euclidean vector,Gravitational acceleration,0
295,Frequency,Doppler effect,0
297,Temperature,Kilogram,0
298,Distance,Elastic collision,0
300,Physics,Doppler effect,0
301,Potential energy,Metre,0
303,Displacement (vector),Projectile motion,0
304,Electric potential,Capacitance,0
305,Motion (physics),Newton's laws of motion,0
306,Speed,Rarefaction,0
307,Pigment,Wavelength,0
309,Temperature,Wavelength,0
310,Interference (wave propagation),Crest (physics),0
311,Wave,Electromagnetic spectrum,0
313,Motion (physics),Elastic collision,0
314,Inertial frame of reference,Velocity,0
316,Force,Magnet,0
317,Force,Torque,0
320,Capacitance,Distance,0
321,Coulomb's law,Emission spectrum,0
322,Position (vector),Free fall,0
323,Deformation (engineering),Creep (deformation),0
325,Electrical resistance and conductance,Energy,0
326,Motion (physics),Mass,0
327,Magnet,Euclidean vector,0
328,Voltage,Electric current,0
331,Force,Creep (deformation),0
332,Dielectric,Velocity,0
335,Euclidean vector,Gravity of Earth,0
336,Electrical conductor,Electroscope,0
337,Electrical resistance and conductance,Ohm,0
338,Amplitude,Voltage,0
339,Energy,Dielectric,0
340,Wave,Mass,0
342,Physics,Contact force,0
343,Energy,Transverse wave,0
349,Mirror image,Length,0
350,Diffraction,Specular reflection,0
353,Motion (physics),Temperature,0
354,Photoelectric effect,Color,0
355,Deformation (engineering),Hardness,0
356,Intensity (physics),Speed,0
357,Electric potential energy,Coulomb,0
358,Specular reflection,Refraction,0
359,Refractive index,Frequency,0
360,Lever,Energy,0
361,Electromagnetic radiation,Laser,0
363,Snell's law,Telescope,0
364,Velocity,Equations of motion,0
365,Electron,Electrical conductor,0
366,Interference (wave propagation),Ray (optics),0
367,Energy,Energy level,0
369,Joule,Coulomb,0
374,Wave,Frequency,0
376,Telescope,Optical microscope,0
377,Stiffness,Hooke's law,0
378,Ohm,Electromotive force,0
382,Electron,Potential energy,0
383,Torque,Speed,0
388,Force,Emission spectrum,0
389,Hooke's law,Mass,0
392,Displacement (vector),Free fall,0
394,Force,Electrostatics,0
395,Elasticity (physics),Energy,0
396,Energy,Emission spectrum,0
399,Amplitude,Distance,0
400,Frequency,Interference (wave propagation),0
402,Color,Dispersion (optics),0
403,Physics,Newton's law of universal gravitation,0
404,Diffraction,Wavelength,0
406,Motion (physics),Gravity of Earth,0
407,Field (physics),Dielectric,0
409,Tension (physics),Compression (physics),0
410,Electric potential,Gravity,0
413,Distance,Lever,0
414,Force,Length,0
415,Physics,Refractive index,0
416,Refractive index,Color,0
419,Sound,Sound intensity,0
420,Torque,Energy,0
421,Electrical resistance and conductance,Metre,0
422,Field (physics),Electrostatics,0
424,Position (vector),Electric potential,0
425,Diffraction,Transverse wave,0
426,Dielectric,Reflection (physics),0
427,Interference (wave propagation),Energy,0
428,Force,Inelastic collision,0
430,Energy,Electromagnetic radiation,0
431,Magnetism,Field (physics),0
438,Physics,Motion graphs and derivatives,0
440,Curved mirror,Geometrical optics,0
441,Interference (wave propagation),Standing wave,0
442,Physics,Elastic collision,0
444,Energy,Mirror image,0
445,Wave,Dispersion (optics),0
446,Distance,Physics,0
447,Force,Fatigue (material),0
448,Mass,Collision,0
452,Electric field,Wave,0
453,Speed,Refraction,0
454,Gravity of Earth,Newton's law of universal gravitation,0
455,Refraction,Snell's law,0
457,Sound intensity,Velocity,0
458,Electromagnetic radiation,Transverse wave,0
461,Motion (physics),Force,0
463,Mass,Gravity of Earth,0
465,Transmission medium,Electromagnetic spectrum,0
466,Shock wave,Velocity,0
467,Electric field,Electric potential,0
468,Position (vector),Electric potential energy,0
470,Electron,Field (physics),0
471,Joule,Velocity,0
472,Insulator (electricity),Dielectric,0
473,Mass,Velocity,0
474,Force,Le Sage's theory of gravitation,0
475,Force,Direction (geometry),0
480,Speed,Dielectric,0
481,Magnet,Force,0
482,Physics,Energy,0
483,Mass,Absorption spectroscopy,0
484,Acceleration,Energy,0
488,Velocity,Length,0
489,Velocity,Mechanical energy,0
490,Amplitude,Electromagnetic spectrum,0
492,Electron,Dielectric,0
494,Dispersion (optics),Refracting telescope,0
495,Voltage,Power (physics),0
496,Equations of motion,Length,0
497,Electric current,Electrical resistance and conductance,0
499,Amplitude,Electrical resistance and conductance,0
501,Absorption spectroscopy,Electromagnetic spectrum,0
503,Motion (physics),Power (physics),0
505,Wavelength,Doppler effect,0
506,Wave,Length,0
508,Telescope,Electromagnetic radiation,0
509,Curved mirror,Reflection (physics),0
510,Voltage,Coulomb,0
512,Physics,Hardness,0
513,Euclidean vector,Inertial frame of reference,0
514,Voltage,Electrical resistance and conductance,0
515,Distance,Doppler effect,0
516,Coulomb's law,Electric field,0
517,Electromagnetic radiation,Dispersion (optics),0
518,Displacement (vector),Potential energy,0
522,Specular reflection,Mirror image,0
523,Electromagnetic spectrum,Reflection (physics),0
524,Electron,Refractive index,0
525,Electric potential,Gravitational field,0
526,Coulomb's law,Electric potential energy,0
527,Magnet,Electromagnetic spectrum,0
529,Snell's law,Total internal reflection,0
531,Electromotive force,Joule,0
532,Deformation (engineering),Strength of materials,0
533,Virtual image,Plane mirror,0
535,Magnetic field,Coulomb,0
536,Sonic boom,Mass,0
538,Equations of motion,Torque,0
539,Electromagnetic spectrum,Metre,0
540,Motion (physics),Acceleration,0
541,Angle of incidence,Reflection (physics),0
542,Intensity (physics),Sound intensity,0
545,Magnetic field,Hertz,0
547,Capacitance,Energy,0
549,Force,Kilogram,0
551,Interference (wave propagation),Electromagnetic spectrum,0
553,Motion (physics),Velocity,0
558,Refractive index,Wavelength,0
559,Le Sage's theory of gravitation,Velocity,0
560,Speed,Collision,0
564,Acceleration,Electromagnetic radiation,0
566,Magnet,Length,0
569,Intensity (physics),Interference (wave propagation),0
570,Wave,Le Sage's theory of gravitation,0
571,Voltage,Electric potential,0
572,Newton's laws of motion,Newton's law of universal gravitation,0
573,Acceleration,Direction (geometry),0
576,Energy,Absorption spectroscopy,0
580,Speed,Mass,0
582,Coulomb's law,Electromagnetic spectrum,0
585,Physics,Projectile motion,0
586,Power (physics),Velocity,0
587,Gravity of Earth,Kilogram,0
588,Hooke's law,Wave,0
589,Acceleration,Newton's law of universal gravitation,0
590,Kinetic energy,Force,0
591,Magnet,Electrical resistance and conductance,0
592,Energy,Projectile motion,0
593,Motion (physics),Magnetism,0
594,Torque,Distance,0
597,Displacement (vector),Velocity,0
598,Magnet,Field (physics),0
601,Energy,Electric potential energy,0
602,Amplitude,Power (physics),0
603,Laser,Power (physics),0
604,Distance,Electric potential energy,0
605,Le Sage's theory of gravitation,Laser,0
608,Electroscope,Capacitance,0
611,Photoelectric effect,Electric field,0
612,Energy level,Potential energy,0
613,Physics,Non-inertial reference frame,0
614,Wave,Interference (wave propagation),0
616,Light,Hertz,0
617,Elasticity (physics),Hooke's law,0
618,Reflection (physics),Wavelength,0
619,Joule,Power (physics),0
620,Specular reflection,Wavelength,0
621,Electromagnetic radiation,Metre,0
622,Magnetism,Electron,0
624,Collision,Planet,0
625,Gravitational acceleration,Inertial frame of reference,0
626,Friction,Velocity,0
628,Electron,Reflection (physics),0
629,Temperature,Magnetism,0
631,Potential energy,Electric potential energy,0
633,Electromotive force,Voltmeter,0
634,Friction,Coulomb,0
636,Deformation (engineering),Fatigue (material),0
637,Wave,Electron,0
638,Work (physics),Planet,0
641,Energy,Wavelength,0
643,Telescope,Planet,0
645,Position (vector),Potential energy,0
649,Speed,Work (physics),0
652,Displacement (vector),Electrostatics,0
653,Force,Mechanical energy,0
657,Crest (physics),Frequency,0
658,Dielectric,Frequency,0
659,Electric potential,Electroscope,0
660,Shock wave,Magnetic field,0
661,Hooke's law,Dielectric,0
663,Newton's law of universal gravitation,Free fall,0
664,Mass,Elastic collision,0
665,Electron,Electromagnetic spectrum,0
667,Gravity,Gravitational field,0
669,Magnetism,Magnetic field,0
670,Energy level,Emission spectrum,0
671,Physics,Lever,0
672,Resonance (particle physics),Scattering,0
674,Kinetic energy,Elastic collision,0
676,Capacitance,Length,0
677,Energy level,Absorption spectroscopy,0
678,Acceleration,Photoelectric effect,0
680,Wave,Force,0
681,Electron,Contact force,0
682,Friction,Electron,0
684,Distance,Electric potential,0
686,Magnetism,Le Sage's theory of gravitation,0
689,Light,Mirror image,0
691,Velocity,Gravity of Earth,0
696,Field (physics),Electromotive force,0
697,Angle of incidence,Total internal reflection,0
698,Gravitational acceleration,Energy,0
701,Magnetism,Capacitance,0
702,Wavelength,Snell's law,0
703,Euclidean vector,Position (vector),0
705,Distance,Acceleration,0
707,Electric potential energy,Electric potential,0
708,Electron,Electromotive force,0
709,Hardness,Kilogram,0
710,Electrical conductor,Electrical resistance and conductance,0
712,Physics,Reflection (physics),0
713,Newton's law of universal gravitation,Electric field,0
716,Sound intensity,Distance,0
718,Friction,Hardness,0
720,Deformation (engineering),Plasticity (physics),0
721,Tangential and normal components,Euclidean vector,0
722,Magnetic field,Mass,0
723,Force,Tension (physics),0
726,Speed,Magnetism,0
727,Energy,Elastic collision,0
728,Friction,Temperature,0
729,Torque,Gravity,0
730,Capacitor,Insulator (electricity),0
732,Electric current,Electromagnetic radiation,0
734,Fracture,Hardness,0
736,Magnetic field,Wave,0
