Concept,Prerequisite,label_prereq
Reflection symmetry,Line (geometry),1
Cone,Geometry,1
Pyramid (geometry),Line segment,1
Pythagorean triple,Line segment,1
Prism (geometry),Polygon,1
Rhombus,Parallelogram,1
Collinearity,Point (geometry),1
Acute and obtuse triangles,Triangle,1
Trigonometric functions,Line (geometry),1
Star polygon,Angle,1
Parallelogram,Parallel (geometry),1
Rhombus,Vertex (geometry),1
Rectangle,Right angle,1
Inverse trigonometric functions,Trigonometric functions,1
Trigonometric functions,Edge (geometry),1
Chord (geometry),Geometry,1
Chord (geometry),Point (geometry),1
Right angle,Geometry,1
Sine,Trigonometric functions,1
Diagonal,Angle,1
Right triangle,Geometry,1
Coordinate system,Point (geometry),1
Inverse trigonometric functions,Vertex (geometry),1
Pythagorean theorem,Edge (geometry),1
Kite (geometry),Vertex (geometry),1
Self-similarity,Symmetry,1
Decagon,Geometry,1
Altitude (triangle),Geometry,1
Equilateral triangle,Angle,1
Rigid transformation,Rotation (mathematics),1
Midpoint,Point (geometry),1
Sine,Point (geometry),1
Square,Quadrilateral,1
Convex polygon,Edge (geometry),1
Kite (geometry),Point (geometry),1
Trapezoid,Angle,1
Skew lines,Plane (geometry),1
Polyhedron,Geometry,1
Heptagon,Angle,1
Polyhedron,Point (geometry),1
Cross section (geometry),Geometry,1
Rigid transformation,Geometry,1
Rectangle,Line (geometry),1
Rectangle,Angle,1
Equilateral triangle,Geometry,1
Octagon,Line segment,1
Internal and external angle,Vertex (geometry),1
Octagon,Geometry,1
Rhombus,Point (geometry),1
Reflection (mathematics),Geometry,1
Cartesian coordinate system,Geometry,1
Sine,Polygon,1
Transversal (geometry),Plane (geometry),1
Square,Right angle,1
Pythagorean triple,Triangle,1
Square,Vertex (geometry),1
Angle bisector theorem,Polygon,1
Pentagon,Angle,1
Rigid transformation,Point (geometry),1
Rigid transformation,Reflection (mathematics),1
Cylinder (geometry),Circle,1
Exterior angle theorem,Edge (geometry),1
Arc length,Arc (geometry),1
Trigonometric functions,Point (geometry),1
Secant line,Point (geometry),1
Altitude (triangle),Line (geometry),1
Star polygon,Edge (geometry),1
Decagon,Line (geometry),1
Transversal (geometry),Angle,1
Self-similarity,Similarity (geometry),1
Line segment,Point (geometry),1
Altitude (triangle),Point (geometry),1
Prism (geometry),Point (geometry),1
Right angle,Line (geometry),1
Nonagon,Vertex (geometry),1
Chord (geometry),Line (geometry),1
Kite (geometry),Edge (geometry),1
Angle bisector theorem,Point (geometry),1
Polygon,Geometry,1
Circumference,Circle,1
Star polygon,Vertex (geometry),1
Inverse trigonometric functions,Polygon,1
Triangle inequality,Triangle,1
Quadrilateral,Vertex (geometry),1
Hexagon,Geometry,1
Midpoint,Line (geometry),1
Pyramid (geometry),Edge (geometry),1
Cross section (geometry),Plane (geometry),1
Vertex (geometry),Geometry,1
Reflection symmetry,Geometry,1
Hendecagon,Geometry,1
Congruence (geometry),Line (geometry),1
Diagonal,Vertex (geometry),1
Self-similarity,Geometry,1
Right triangle,Right angle,1
Arc (geometry),Geometry,1
Cartesian coordinate system,Point (geometry),1
Cartesian coordinate system,Two-dimensional space,1
Triangle inequality,Line segment,1
Trigonometric functions,Triangle,1
Special right triangles,Line segment,1
Pentagon,Point (geometry),1
Rotation (mathematics),Symmetry,1
Acute and obtuse triangles,Geometry,1
Pythagorean theorem,Line segment,1
Exterior angle theorem,Point (geometry),1
Tangent,Line (geometry),1
Rectangle,Quadrilateral,1
Triangle,Line (geometry),1
Slope,Geometry,1
Line (geometry),Point (geometry),1
Rotational symmetry,Rotation (mathematics),1
Nonagon,Line segment,1
Prism (geometry),Geometry,1
Triangle inequality,Vertex (geometry),1
Rotational symmetry,Line (geometry),1
Vertex (geometry),Point (geometry),1
Exterior angle theorem,Internal and external angle,1
Hexagon,Line segment,1
Parallelogram,Geometry,1
Congruence (geometry),Point (geometry),1
Point (geometry),Geometry,1
Cartesian coordinate system,Plane (geometry),1
Polygon,Point (geometry),1
Quadrilateral,Line segment,1
Triangle,Edge (geometry),1
Triangle inequality,Polygon,1
Reflection symmetry,Point (geometry),1
Hexagon,Polygon,1
Isosceles triangle,Polygon,1
Prism (geometry),Face (geometry),1
Nonagon,Line (geometry),1
Quadrilateral,Polygon,1
Rectangle,Parallelogram,1
Rhombus,Geometry,1
Cartesian coordinate system,Angle,1
Trapezoid,Geometry,1
Reflection (mathematics),Symmetry,1
Pythagorean theorem,Line (geometry),1
Equilateral triangle,Line (geometry),1
Quadrilateral,Line (geometry),1
Trapezoid,Line (geometry),1
Right triangle,Triangle,1
Prism (geometry),Polyhedron,1
Bisection,Line segment,1
Rectangle,Geometry,1
Tessellation,Plane (geometry),1
Congruence (geometry),Vertex (geometry),1
Diagonal,Line (geometry),1
Triangle,Polygon,1
Octagon,Angle,1
Equilateral triangle,Polygon,1
Square,Parallel (geometry),1
Reflection (mathematics),Angle,1
Symmetry,Geometry,1
Sine,Triangle,1
Heptagon,Polygon,1
Isosceles triangle,Angle,1
Trapezoid,Point (geometry),1
Face (geometry),Geometry,1
Right triangle,Line (geometry),1
Rotational symmetry,Geometry,1
Rectangle,Polygon,1
Triangle,Vertex (geometry),1
Acute and obtuse triangles,Line segment,1
Pythagorean theorem,Triangle,1
Prism (geometry),Edge (geometry),1
Square,Parallelogram,1
Prism (geometry),Line (geometry),1
Internal and external angle,Point (geometry),1
Trigonometric functions,Line segment,1
Special right triangles,Angle,1
Diagonal,Edge (geometry),1
Special right triangles,Line (geometry),1
Rhombus,Polygon,1
Reflection symmetry,Angle,1
Triangle,Point (geometry),1
Triangle inequality,Line (geometry),1
Collinearity,Geometry,1
Skew lines,Line (geometry),1
Edge (geometry),Point (geometry),1
Sine,Line (geometry),1
Octagon,Edge (geometry),1
Isosceles triangle,Line (geometry),1
Grade (slope),Point (geometry),1
Pyramid (geometry),Point (geometry),1
Hendecagon,Polygon,1
Dodecagon,Line (geometry),1
Special right triangles,Polygon,1
Pythagorean theorem,Polygon,1
Hendecagon,Point (geometry),1
Nonagon,Edge (geometry),1
Convex polygon,Line segment,1
Grade (slope),Slope,1
Equilateral triangle,Triangle,1
Altitude (triangle),Perpendicular,1
Dodecagon,Geometry,1
Angle,Geometry,1
Hendecagon,Line (geometry),1
Bisection,Angle,1
Rectangle,Edge (geometry),1
Transversal (geometry),Line (geometry),1
Chord (geometry),Line segment,1
Reflection (mathematics),Point (geometry),1
Altitude (triangle),Angle,1
Chord (geometry),Circle,1
Skew lines,Geometry,1
Diameter,Circle,1
Pythagorean theorem,Vertex (geometry),1
Hexagon,Edge (geometry),1
Convex polygon,Vertex (geometry),1
Tessellation,Geometry,1
Arc length,Geometry,1
Dodecagon,Line segment,1
Decagon,Line segment,1
Inverse trigonometric functions,Point (geometry),1
Pythagorean theorem,Point (geometry),1
Pyramid (geometry),Vertex (geometry),1
Radius,Line (geometry),1
Cone,Circle,1
Kite (geometry),Line segment,1
Convex polygon,Angle,1
Angle bisector theorem,Vertex (geometry),1
Parallelogram,Angle,1
Exterior angle theorem,Vertex (geometry),1
Tangent,Triangle,1
Star polygon,Geometry,1
Internal and external angle,Edge (geometry),1
Polyhedron,Line segment,1
Isosceles triangle,Geometry,1
Heptagon,Edge (geometry),1
Two-dimensional space,Geometry,1
Octagon,Point (geometry),1
Rhombus,Line segment,1
Square,Point (geometry),1
Diagonal,Geometry,1
Reflection (mathematics),Rotation (mathematics),1
Kite (geometry),Quadrilateral,1
Octagon,Line (geometry),1
Pentagon,Line (geometry),1
Acute and obtuse triangles,Polygon,1
Edge (geometry),Geometry,1
Rhombus,Parallel (geometry),1
Right angle,Point (geometry),1
Exterior angle theorem,Polygon,1
Dodecagon,Polygon,1
Decagon,Angle,1
Square,Rectangle,1
Internal and external angle,Polygon,1
Plane (geometry),Geometry,1
Pyramid (geometry),Line (geometry),1
Two-dimensional space,Point (geometry),1
Pythagorean theorem,Geometry,1
Arc length,Circle,1
Polygon,Vertex (geometry),1
Isosceles triangle,Point (geometry),1
Parallelogram,Point (geometry),1
Radius,Point (geometry),1
Nonagon,Geometry,1
Dodecagon,Vertex (geometry),1
Skew lines,Point (geometry),1
Pyramid (geometry),Polygon,1
Prism (geometry),Line segment,1
Perpendicular,Point (geometry),1
Parallel (geometry),Point (geometry),1
Perpendicular,Geometry,1
Slope,Point (geometry),1
Right triangle,Line segment,1
Triangle inequality,Angle,1
Polyhedron,Face (geometry),1
Hexagon,Angle,1
Special right triangles,Right triangle,1
Parallelogram,Line (geometry),1
Star polygon,Line (geometry),1
Altitude (triangle),Edge (geometry),1
Right triangle,Edge (geometry),1
Cylinder (geometry),Geometry,1
Pentagon,Geometry,1
Radius,Geometry,1
Pythagorean theorem,Right angle,1
Circumference,Geometry,1
Rigid transformation,Translation (geometry),1
Prism (geometry),Parallel (geometry),1
Square,Angle,1
Slope,Line (geometry),1
Internal and external angle,Geometry,1
Angle bisector theorem,Edge (geometry),1
Bisection,Line (geometry),1
Line (geometry),Geometry,1
Diagonal,Point (geometry),1
Angle bisector theorem,Line (geometry),1
Pythagorean theorem,Angle,1
Exterior angle theorem,Line (geometry),1
Radius,Circle,1
Transversal (geometry),Geometry,1
Diagonal,Polygon,1
Angle,Line (geometry),1
Equilateral triangle,Point (geometry),1
Triangle,Line segment,1
Pythagorean triple,Right angle,1
Pythagorean triple,Angle,1
Parallelogram,Vertex (geometry),1
Congruence (geometry),Geometry,1
Translation (geometry),Geometry,1
Square,Line (geometry),1
Midpoint,Geometry,1
Hexagon,Line (geometry),1
Transversal (geometry),Point (geometry),1
Collinearity,Line (geometry),1
Nonagon,Polygon,1
Bisection,Geometry,1
Pythagorean triple,Vertex (geometry),1
Triangle inequality,Geometry,1
Isosceles triangle,Line segment,1
Triangle inequality,Point (geometry),1
Rhombus,Angle,1
Pythagorean theorem,Right triangle,1
Polygon,Line (geometry),1
Hexagon,Point (geometry),1
Special right triangles,Geometry,1
Internal and external angle,Angle,1
Special right triangles,Point (geometry),1
Pentagon,Line segment,1
Parallelogram,Polygon,1
Diameter,Geometry,1
Altitude (triangle),Distance,1
Kite (geometry),Polygon,1
Midpoint,Line segment,1
Parallelogram,Quadrilateral,1
Congruence (geometry),Polygon,1
Secant line,Line (geometry),1
Polyhedron,Polygon,1
Reflection symmetry,Rotation (mathematics),1
Dodecagon,Point (geometry),1
Angle,Point (geometry),1
Skew lines,Parallel (geometry),1
Line segment,Line (geometry),1
Sine,Edge (geometry),1
Prism (geometry),Angle,1
Tangent,Line segment,1
Rotational symmetry,Angle,1
Polyhedron,Vertex (geometry),1
Isosceles triangle,Vertex (geometry),1
Right triangle,Angle,1
Perpendicular,Line (geometry),1
Angle bisector theorem,Perpendicular,1
Similarity (geometry),Geometry,1
Pentagon,Vertex (geometry),1
Tangent,Polygon,1
Parallel (geometry),Geometry,1
Rectangle,Parallel (geometry),1
Rigid transformation,Symmetry,1
Parallelogram,Rotational symmetry,0
Angle,Isosceles triangle,0
Angle,Pythagorean theorem,0
Edge (geometry),Acute and obtuse triangles,0
Angle,Two-dimensional space,0
Point (geometry),Two-dimensional space,0
Quadrilateral,Parallel (geometry),0
Perpendicular,Cone,0
Line segment,Bisection,0
Angle,Collinearity,0
Midpoint,Arc (geometry),0
Edge (geometry),Isosceles triangle,0
Edge (geometry),Internal and external angle,0
Rectangle,Right triangle,0
Vertex (geometry),Pythagorean theorem,0
Rotational symmetry,Prism (geometry),0
Parallelogram,Circumference,0
Pythagorean theorem,Pythagorean triple,0
Similarity (geometry),Sphere,0
Quadrilateral,Internal and external angle,0
Point (geometry),Quadrilateral,0
Radius,Sine,0
Line segment,Pythagorean triple,0
Line (geometry),Diameter,0
Quadrilateral,Collinearity,0
Two-dimensional space,Nonagon,0
Circle,Vertex (geometry),0
Vertex (geometry),Heptagon,0
Chord (geometry),Angle,0
Symmetry,Parallelogram,0
Cylinder (geometry),Perpendicular,0
Circle,Bisection,0
Polygon,Octagon,0
Perpendicular,Coordinate system,0
Point (geometry),Star polygon,0
Line (geometry),Pyramid (geometry),0
Edge (geometry),Right triangle,0
Bisection,Triangle,0
Point (geometry),Hexagon,0
Circumference,Arc (geometry),0
Line (geometry),Convex polygon,0
Parallel (geometry),Perpendicular,0
Line segment,Vertex (geometry),0
Scale factor,Scaling (geometry),0
Line segment,Dodecagon,0
Rhombus,Perpendicular,0
Parallel (geometry),Angle,0
Vertex (geometry),Nonagon,0
Tangent,Sine,0
Point (geometry),Secant line,0
Parallel (geometry),Skew lines,0
Line (geometry),Plane (geometry),0
Rotational symmetry,Trapezoid,0
Parallelogram,Convex polygon,0
Circle,Diameter,0
Edge (geometry),Trigonometric functions,0
Geometry,Star polygon,0
Edge (geometry),Hendecagon,0
Circle,Sine,0
Line (geometry),Kite (geometry),0
Chord (geometry),Sine,0
Line (geometry),Reflection symmetry,0
Right triangle,Altitude (triangle),0
Heptagon,Radius,0
Collinearity,Cone,0
Line segment,Collinearity,0
Circle,Two-dimensional space,0
Polygon,Quadrilateral,0
Translation (geometry),Distance,0
Line (geometry),Prism (geometry),0
Polygon,Rectangle,0
Geometry,Cylinder (geometry),0
Perpendicular,Trapezoid,0
Symmetry,Translation (geometry),0
Point (geometry),Angle bisector theorem,0
Triangle inequality,Arc length,0
Vertex (geometry),Polygon,0
Vertex (geometry),Altitude (triangle),0
Circumference,Polygon,0
Cylinder (geometry),Tangent,0
Geometry,Decagon,0
Polygon,Hendecagon,0
Angle,Distance,0
Bisection,Congruence (geometry),0
Geometry,Square,0
Rotation (mathematics),Distance,0
Vertex (geometry),Star polygon,0
Rhombus,Square,0
Pythagorean theorem,Arc length,0
Geometry,Prism (geometry),0
Trigonometric functions,Chord (geometry),0
Acute and obtuse triangles,Right triangle,0
Cylinder (geometry),Radius,0
Geometry,Symmetry,0
Rotation (mathematics),Rigid transformation,0
Point (geometry),Radius,0
Cylinder (geometry),Polyhedron,0
Parallel (geometry),Tangent,0
Line segment,Arc (geometry),0
Polygon,Rhombus,0
Point (geometry),Isosceles triangle,0
Triangle,Altitude (triangle),0
Line (geometry),Trapezoid,0
Rhombus,Sine,0
Vertex (geometry),Pyramid (geometry),0
Geometry,Midpoint,0
Right triangle,Isosceles triangle,0
Circle,Slope,0
Geometry,Similarity (geometry),0
Point (geometry),Midpoint,0
Line (geometry),Decagon,0
Point (geometry),Arc length,0
Angle,Perpendicular,0
Reflection (mathematics),Circle,0
Square,Trapezoid,0
Rhombus,Kite (geometry),0
Quadrilateral,Reflection symmetry,0
Similarity (geometry),Polygon,0
Rhombus,Triangle,0
Polyhedron,Diagonal,0
Parallelogram,Rectangle,0
Face (geometry),Plane (geometry),0
Collinearity,Midpoint,0
Right triangle,Diameter,0
Arc (geometry),Diameter,0
Parallel (geometry),Circle,0
Perpendicular,Chord (geometry),0
Point (geometry),Transversal (geometry),0
Tangent,Isosceles triangle,0
Angle,Transversal (geometry),0
Line (geometry),Rectangle,0
Geometry,Pentagon,0
Right angle,Rectangle,0
Rectangle,Translation (geometry),0
Similarity (geometry),Circle,0
Right angle,Triangle,0
Point (geometry),Decagon,0
Exterior angle theorem,Midpoint,0
Perpendicular,Angle bisector theorem,0
Angle,Right angle,0
Prism (geometry),Distance,0
Midpoint,Angle,0
Line (geometry),Midpoint,0
Square,Octagon,0
Line segment,Rhombus,0
Point (geometry),Tangent,0
Point (geometry),Diameter,0
Bisection,Diagonal,0
Symmetry,Rotational symmetry,0
Collinearity,Tangent,0
Angle,Trigonometric functions,0
Circle,Decagon,0
Geometry,Tangent,0
Triangle,Equilateral triangle,0
Triangle,Triangle inequality,0
Vertex (geometry),Parallelogram,0
Line segment,Congruence (geometry),0
Triangle,Pythagorean theorem,0
Edge (geometry),Pythagorean triple,0
Line segment,Inverse trigonometric functions,0
Collinearity,Altitude (triangle),0
Line segment,Quadrilateral,0
Pentagon,Diagonal,0
Bisection,Parallelogram,0
Two-dimensional space,Coordinate system,0
Trigonometric functions,Tangent,0
Geometry,Radius,0
Rotation (mathematics),Rotational symmetry,1
Angle,Acute and obtuse triangles,0
Diameter,Distance,0
Line segment,Right triangle,0
Dodecagon,Hexagon,0
Point (geometry),Rotational symmetry,0
Sine,Cartesian coordinate system,0
Edge (geometry),Star polygon,0
Sphere,Polyhedron,0
Trigonometric functions,Right triangle,0
Polygon,Hexagon,0
Geometry,Hendecagon,0
Reflection symmetry,Perpendicular,0
Reflection symmetry,Rotational symmetry,0
Point (geometry),Vertex (geometry),0
Prism (geometry),Parallelogram,0
Polygon,Pentagon,0
Geometry,Bisection,0
Right triangle,Tangent,0
Angle,Circumference,0
Edge (geometry),Convex polygon,0
Polygon,Exterior angle theorem,0
Point (geometry),Nonagon,0
Two-dimensional space,Star polygon,0
Line (geometry),Square,0
Secant line,Chord (geometry),0
Acute and obtuse triangles,Pyramid (geometry),0
Midpoint,Angle bisector theorem,0
Acute and obtuse triangles,Tangent,0
Line segment,Octagon,0
Vertex (geometry),Internal and external angle,0
Geometry,Inverse trigonometric functions,0
Point (geometry),Angle,0
Line segment,Cylinder (geometry),0
Line segment,Similarity (geometry),0
Geometry,Special right triangles,0
Plane (geometry),Skew lines,0
Equilateral triangle,Square,0
Similarity (geometry),Square,0
Angle bisector theorem,Sine,0
Tessellation,Kite (geometry),0
Point (geometry),Rectangle,0
Pythagorean theorem,Altitude (triangle),0
Concentric,Sphere,0
Altitude (triangle),Bisection,0
Parallelogram,Pythagorean theorem,0
Parallel (geometry),Distance,0
Edge (geometry),Inverse trigonometric functions,0
Cylinder (geometry),Concentric,0
Rotational symmetry,Cone,0
Geometry,Parallelogram,0
Special right triangles,Pythagorean theorem,0
Distance,Arc length,0
Similarity (geometry),Midpoint,0
Circle,Cone,0
Geometry,Perpendicular,0
Polygon,Pyramid (geometry),0
Point (geometry),Reflection symmetry,0
Right triangle,Circle,0
Similarity (geometry),Reflection (mathematics),0
Triangle,Sphere,0
Edge (geometry),Special right triangles,0
Tangent,Pyramid (geometry),0
Two-dimensional space,Sphere,0
Face (geometry),Symmetry,0
Vertex (geometry),Inverse trigonometric functions,0
Perpendicular,Cartesian coordinate system,0
Circle,Diagonal,0
Triangle inequality,Pythagorean triple,0
Line (geometry),Hexagon,0
Point (geometry),Coordinate system,0
Edge (geometry),Diagonal,0
Point (geometry),Convex polygon,0
Similarity (geometry),Pythagorean triple,0
Congruence (geometry),Sphere,0
Geometry,Rectangle,0
Rectangle,Sphere,0
Point (geometry),Polyhedron,0
Circle,Secant line,0
Right angle,Trapezoid,0
Line (geometry),Special right triangles,0
Edge (geometry),Square,0
Pyramid (geometry),Scaling (geometry),0
Special right triangles,Pythagorean triple,0
Tangent,Kite (geometry),0
Line (geometry),Quadrilateral,0
Line segment,Parallel (geometry),0
Perpendicular,Quadrilateral,0
Cone,Cartesian coordinate system,0
Arc length,Slope,0
Circle,Convex polygon,0
Distance,Cartesian coordinate system,0
Circle,Radius,0
Congruence (geometry),Isosceles triangle,0
Geometry,Sine,0
Square,Reflection symmetry,0
Geometry,Line (geometry),0
Inverse trigonometric functions,Pythagorean theorem,0
Circle,Polygon,0
Geometry,Tessellation,0
Vertex (geometry),Diagonal,0
Transversal (geometry),Internal and external angle,0
Midpoint,Trapezoid,0
Two-dimensional space,Decagon,0
Midpoint,Isosceles triangle,0
Polyhedron,Prism (geometry),0
Geometry,Point (geometry),0
Square,Pythagorean theorem,0
Plane (geometry),Tessellation,0
Triangle,Tessellation,0
Similarity (geometry),Self-similarity,0
Line segment,Cross section (geometry),0
Geometry,Rigid transformation,0
Polyhedron,Coordinate system,0
Pentagon,Rotational symmetry,0
Point (geometry),Chord (geometry),0
Polygon,Kite (geometry),0
Trigonometric functions,Inverse trigonometric functions,0
Vertex (geometry),Hexagon,0
Angle,Space (mathematics),0
Line (geometry),Rhombus,0
Point (geometry),Sine,0
Geometry,Two-dimensional space,0
Reflection symmetry,Trapezoid,0
Line (geometry),Distance,0
Quadrilateral,Square,0
Translation (geometry),Rigid transformation,0
Polygon,Space (mathematics),0
Polyhedron,Reflection symmetry,0
Symmetry,Rhombus,0
Angle,Sine,0
Line segment,Kite (geometry),0
Vertex (geometry),Equilateral triangle,0
Geometry,Arc (geometry),0
Vertex (geometry),Exterior angle theorem,0
Line segment,Altitude (triangle),0
Symmetry,Rigid transformation,0
Radius,Cartesian coordinate system,0
Polyhedron,Cross section (geometry),0
Perpendicular,Isosceles triangle,0
Edge (geometry),Hexagon,0
Angle,Equilateral triangle,0
Radius,Polygon,0
Triangle inequality,Distance,0
Geometry,Quadrilateral,0
Triangle,Acute and obtuse triangles,0
Diameter,Perpendicular,0
Bisection,Isosceles triangle,0
Symmetry,Trapezoid,0
Geometry,Reflection (mathematics),0
Isosceles triangle,Equilateral triangle,0
Point (geometry),Special right triangles,0
Parallel (geometry),Square,0
Angle,Special right triangles,0
Pythagorean theorem,Parallelogram,0
Triangle,Hexagon,0
Triangle,Plane (geometry),0
Line (geometry),Collinearity,0
Pyramid (geometry),Sphere,0
Geometry,Kite (geometry),0
Point (geometry),Rigid transformation,0
Special right triangles,Isosceles triangle,0
Coordinate system,Right angle,0
Pythagorean theorem,Perpendicular,0
Circle,Distance,0
Polyhedron,Rhombus,0
Tessellation,Hexagon,0
Rhombus,Cone,0
Acute and obtuse triangles,Altitude (triangle),0
Triangle,Convex polygon,0
Edge (geometry),Tangent,0
Rhombus,Circle,0
Symmetry,Quadrilateral,0
Collinearity,Sphere,0
Line segment,Prism (geometry),0
Quadrilateral,Tessellation,0
Point (geometry),Diagonal,0
Angle,Internal and external angle,0
Tangent,Distance,0
Polygon,Concentric,0
Point (geometry),Octagon,0
Angle,Tangent,0
Geometry,Trapezoid,0
Bisection,Chord (geometry),0
Pythagorean theorem,Rectangle,0
Geometry,Concentric,0
Angle,Quadrilateral,0
Altitude (triangle),Equilateral triangle,0
Vertex (geometry),Decagon,0
Perpendicular,Tangent,0
Rectangle,Internal and external angle,0
Square,Perpendicular,0
Rectangle,Pyramid (geometry),0
Line (geometry),Sphere,0
Midpoint,Coordinate system,0
Line segment,Convex polygon,0
Radius,Distance,0
Angle,Rigid transformation,0
Triangle,Similarity (geometry),0
Line segment,Pyramid (geometry),0
Reflection symmetry,Kite (geometry),0
Pyramid (geometry),Triangle,0
Geometry,Self-similarity,0
Face (geometry),Square,0
Circle,Chord (geometry),0
Line segment,Polygon,0
Diameter,Bisection,0
Line segment,Rectangle,0
Line (geometry),Right angle,0
Rotational symmetry,Scale factor,0
Right angle,Right triangle,0
Concentric,Equilateral triangle,0
Congruence (geometry),Reflection (mathematics),0
Circle,Acute and obtuse triangles,0
Geometry,Dodecagon,0
Triangle,Pythagorean triple,0
Trigonometric functions,Circle,0
Square,Acute and obtuse triangles,0
Congruence (geometry),Tessellation,0
Angle,Pythagorean triple,0
Pythagorean theorem,Trigonometric functions,0
Rigid transformation,Distance,0
Circle,Sphere,0
Line segment,Polyhedron,0
Convex polygon,Trapezoid,0
Rotation (mathematics),Reflection (mathematics),0
Cylinder (geometry),Angle,0
Rectangle,Bisection,0
Rotation (mathematics),Cartesian coordinate system,0
Point (geometry),Bisection,0
Line (geometry),Diagonal,0
Point (geometry),Sphere,0
Similarity (geometry),Isosceles triangle,0
Tessellation,Polygon,0
Cross section (geometry),Cylinder (geometry),0
Pythagorean theorem,Two-dimensional space,0
Trigonometric functions,Distance,0
Line segment,Exterior angle theorem,0
Geometry,Rhombus,0
Point (geometry),Pythagorean triple,0
Chord (geometry),Diameter,0
Geometry,Rotational symmetry,0
Collinearity,Triangle inequality,0
Edge (geometry),Heptagon,0
Triangle,Circle,0
Trigonometric functions,Sine,0
Heptagon,Two-dimensional space,0
Quadrilateral,Convex polygon,0
Rhombus,Tangent,0
Trigonometric functions,Similarity (geometry),0
Line (geometry),Right triangle,0
Geometry,Pythagorean theorem,0
Line segment,Hexagon,0
Edge (geometry),Rectangle,0
Radius,Diameter,0
Rotational symmetry,Rhombus,0
Similarity (geometry),Space (mathematics),0
Line (geometry),Equilateral triangle,0
Circle,Trapezoid,0
Grade (slope),Distance,0
Polygon,Square,0
Parallel (geometry),Slope,0
Line segment,Triangle,0
Similarity (geometry),Right triangle,0
Line (geometry),Circle,0
Perpendicular,Slope,0
Rhombus,Trapezoid,0
Line (geometry),Trigonometric functions,0
Tangent,Arc length,0
Diagonal,Kite (geometry),0
Quadrilateral,Rectangle,0
Parallelogram,Face (geometry),0
Quadrilateral,Midpoint,0
Quadrilateral,Rhombus,0
Geometry,Edge (geometry),0
Similarity (geometry),Rotation (mathematics),0
Exterior angle theorem,Sphere,0
Rotational symmetry,Equilateral triangle,0
Edge (geometry),Kite (geometry),0
Edge (geometry),Altitude (triangle),0
Point (geometry),Kite (geometry),0
Arc length,Tangent,0
Circle,Triangle,0
Pythagorean theorem,Similarity (geometry),0
Midpoint,Right triangle,0
Plane (geometry),Cartesian coordinate system,0
Diameter,Sphere,0
Angle,Inverse trigonometric functions,0
Geometry,Triangle,0
Line segment,Heptagon,0
Translation (geometry),Coordinate system,0
Angle,Star polygon,0
Vertex (geometry),Pythagorean triple,0
Arc (geometry),Plane (geometry),0
Angle,Reflection symmetry,0
Midpoint,Tangent,0
Vertex (geometry),Sine,0
Angle,Rotation (mathematics),0
Triangle inequality,Pythagorean theorem,0
Angle,Polygon,0
Quadrilateral,Parallelogram,0
Line (geometry),Octagon,0
Polygon,Polyhedron,0
Polygon,Inverse trigonometric functions,0
Rhombus,Face (geometry),0
Congruence (geometry),Cartesian coordinate system,0
Face (geometry),Rhombus,0
Pyramid (geometry),Plane (geometry),0
Polygon,Convex polygon,0
Line segment,Distance,0
Two-dimensional space,Hendecagon,0
Bisection,Trapezoid,0
Point (geometry),Parallelogram,0
Line segment,Radius,0
Vertex (geometry),Edge (geometry),0
