Concept,Prerequisite,label_prereq
Angle,Two-dimensional space,0
Point (geometry),Two-dimensional space,0
Quadrilateral,Parallel (geometry),0
Line segment,Bisection,0
Midpoint,Arc (geometry),0
Edge (geometry),Isosceles triangle,0
Rectangle,Right triangle,0
Vertex (geometry),Pythagorean theorem,0
Rotational symmetry,Prism (geometry),0
Circle,Cross section (geometry),0
Similarity (geometry),Sphere,0
Quadrilateral,Internal and external angle,0
Radius,Sine,0
Line (geometry),Diameter,0
Two-dimensional space,Nonagon,0
Circle,Vertex (geometry),0
Vertex (geometry),Heptagon,0
Symmetry,Parallelogram,0
Cylinder (geometry),Perpendicular,0
Circle,Bisection,0
Polygon,Octagon,0
Midpoint,Altitude (triangle),0
Point (geometry),Star polygon,0
Line (geometry),Pyramid (geometry),0
Edge (geometry),Right triangle,0
Bisection,Triangle,0
Point (geometry),Hexagon,0
Dodecagon,Polyhedron,0
Circumference,Arc (geometry),0
Line (geometry),Convex polygon,0
Parallel (geometry),Perpendicular,0
Line segment,Vertex (geometry),0
Scale factor,Scaling (geometry),0
Line segment,Dodecagon,0
Perpendicular,Two-dimensional space,0
Midpoint,Plane (geometry),0
Vertex (geometry),Nonagon,0
Tangent,Sine,0
Point (geometry),Secant line,0
Parallel (geometry),Skew lines,0
Line (geometry),Plane (geometry),0
Chord (geometry),Pythagorean theorem,0
Rotational symmetry,Trapezoid,0
Parallelogram,Convex polygon,0
Circle,Diameter,0
Edge (geometry),Trigonometric functions,0
Geometry,Star polygon,0
Edge (geometry),Hendecagon,0
Polygon,Right triangle,0
Circle,Sine,0
Line (geometry),Kite (geometry),0
Chord (geometry),Sine,0
Right triangle,Altitude (triangle),0
Heptagon,Radius,0
Collinearity,Cone,0
Line segment,Collinearity,0
Circle,Two-dimensional space,0
Angle,Reflection (mathematics),0
Triangle,Arc length,0
Polygon,Quadrilateral,0
Line (geometry),Prism (geometry),0
Geometry,Cylinder (geometry),0
Perpendicular,Trapezoid,0
Symmetry,Translation (geometry),0
Triangle inequality,Arc length,0
Vertex (geometry),Polygon,0
Vertex (geometry),Altitude (triangle),0
Line (geometry),Secant line,0
Circumference,Polygon,0
Cylinder (geometry),Tangent,0
Geometry,Decagon,0
Polygon,Hendecagon,0
Angle,Distance,0
Bisection,Congruence (geometry),0
Geometry,Square,0
Rotation (mathematics),Distance,0
Line (geometry),Angle,0
Pythagorean theorem,Arc length,0
Geometry,Prism (geometry),0
Trigonometric functions,Chord (geometry),0
Acute and obtuse triangles,Right triangle,0
Cylinder (geometry),Radius,0
Geometry,Symmetry,0
Rotation (mathematics),Rigid transformation,0
Point (geometry),Radius,0
Cylinder (geometry),Polyhedron,0
Parallel (geometry),Tangent,0
Line segment,Arc (geometry),0
Polygon,Rhombus,0
Triangle,Altitude (triangle),0
Line (geometry),Trapezoid,0
Rhombus,Sine,0
Line (geometry),Pythagorean triple,0
Vertex (geometry),Pyramid (geometry),0
Special right triangles,Circle,0
Right triangle,Isosceles triangle,0
Circle,Slope,0
Geometry,Similarity (geometry),0
Line (geometry),Decagon,0
Point (geometry),Arc length,0
Angle,Perpendicular,0
Reflection (mathematics),Circle,0
Perpendicular,Vertex (geometry),0
Vertex (geometry),Rectangle,0
Square,Trapezoid,0
Rhombus,Kite (geometry),0
Perpendicular,Internal and external angle,0
Quadrilateral,Reflection symmetry,0
Similarity (geometry),Polygon,0
Rhombus,Triangle,0
Circle,Internal and external angle,0
Polyhedron,Diagonal,0
Collinearity,Midpoint,0
Right triangle,Diameter,0
Circumference,Distance,0
Arc (geometry),Diameter,0
Parallel (geometry),Circle,0
Tangent,Isosceles triangle,0
Angle,Transversal (geometry),0
Geometry,Pentagon,0
Right angle,Rectangle,0
Rectangle,Translation (geometry),0
Similarity (geometry),Circle,0
Right angle,Triangle,0
Point (geometry),Decagon,0
Line (geometry),Angle bisector theorem,0
Exterior angle theorem,Midpoint,0
Square,Symmetry,0
Perpendicular,Angle bisector theorem,0
Angle,Right angle,0
Midpoint,Angle,0
Line (geometry),Midpoint,0
Radius,Sphere,0
Line segment,Rhombus,0
Point (geometry),Tangent,0
Bisection,Diagonal,0
Symmetry,Rotational symmetry,0
Collinearity,Tangent,0
Line (geometry),Tangent,0
Angle,Trigonometric functions,0
Vertex (geometry),Triangle inequality,0
Polygon,Nonagon,0
Geometry,Tangent,0
Triangle,Equilateral triangle,0
Angle,Square,0
Triangle,Triangle inequality,0
Vertex (geometry),Parallelogram,0
Line segment,Congruence (geometry),0
Triangle,Pythagorean theorem,0
Edge (geometry),Pythagorean triple,0
Line segment,Inverse trigonometric functions,0
Collinearity,Altitude (triangle),0
Pentagon,Diagonal,0
Two-dimensional space,Coordinate system,0
Geometry,Radius,0
Rotation (mathematics),Space (mathematics),0
Rotation (mathematics),Rotational symmetry,1
Angle,Acute and obtuse triangles,0
Diameter,Distance,0
Transversal (geometry),Congruence (geometry),0
Pythagorean theorem,Isosceles triangle,0
Line segment,Right triangle,0
Dodecagon,Hexagon,0
Point (geometry),Rotational symmetry,0
Sine,Cartesian coordinate system,0
Edge (geometry),Star polygon,0
Sphere,Polyhedron,0
Trigonometric functions,Right triangle,0
Square,Circle,0
Geometry,Hendecagon,0
Reflection symmetry,Perpendicular,0
Point (geometry),Vertex (geometry),0
Prism (geometry),Parallelogram,0
Collinearity,Distance,0
Polygon,Pentagon,0
Parallelogram,Tessellation,0
Geometry,Bisection,0
Angle,Circumference,0
Pythagorean theorem,Rigid transformation,0
Polygon,Exterior angle theorem,0
Point (geometry),Nonagon,0
Two-dimensional space,Star polygon,0
Line (geometry),Square,0
Secant line,Chord (geometry),0
Acute and obtuse triangles,Pyramid (geometry),0
Midpoint,Angle bisector theorem,0
Line (geometry),Radius,0
Acute and obtuse triangles,Tangent,0
Line segment,Octagon,0
Vertex (geometry),Internal and external angle,0
Geometry,Inverse trigonometric functions,0
Point (geometry),Angle,0
Line segment,Similarity (geometry),0
Geometry,Special right triangles,0
Triangle inequality,Parallelogram,0
Plane (geometry),Skew lines,0
Plane (geometry),Coordinate system,0
Equilateral triangle,Square,0
Similarity (geometry),Square,0
Angle bisector theorem,Sine,0
Tessellation,Kite (geometry),0
Pythagorean theorem,Altitude (triangle),0
Concentric,Sphere,0
Altitude (triangle),Bisection,0
Square,Coordinate system,0
Parallelogram,Pythagorean theorem,0
Parallel (geometry),Distance,0
Edge (geometry),Inverse trigonometric functions,0
Cylinder (geometry),Concentric,0
Rotational symmetry,Cone,0
Geometry,Parallelogram,0
Special right triangles,Pythagorean theorem,0
Collinearity,Chord (geometry),0
Distance,Arc length,0
Circle,Cone,0
Convex polygon,Pyramid (geometry),0
Geometry,Perpendicular,0
Polygon,Pyramid (geometry),0
Right triangle,Circle,0
Angle,Circle,0
Triangle,Sphere,0
Convex polygon,Kite (geometry),0
Tangent,Pyramid (geometry),0
Two-dimensional space,Sphere,0
Rectangle,Square,0
Vertex (geometry),Inverse trigonometric functions,0
Perpendicular,Cartesian coordinate system,0
Circle,Diagonal,0
Triangle inequality,Pythagorean triple,0
Edge (geometry),Sine,0
Line (geometry),Hexagon,0
Point (geometry),Coordinate system,0
Edge (geometry),Diagonal,0
Triangle inequality,Right triangle,0
Similarity (geometry),Pythagorean triple,0
Congruence (geometry),Sphere,0
Rectangle,Sphere,0
Point (geometry),Polyhedron,0
Circle,Secant line,0
Diameter,Decagon,0
Line segment,Internal and external angle,0
Edge (geometry),Square,0
Congruence (geometry),Diameter,0
Pyramid (geometry),Scaling (geometry),0
Right triangle,Pythagorean triple,0
Special right triangles,Pythagorean triple,0
Tangent,Kite (geometry),0
Line (geometry),Quadrilateral,0
Line segment,Parallel (geometry),0
Cone,Cartesian coordinate system,0
Arc length,Slope,0
Circle,Convex polygon,0
Point (geometry),Equilateral triangle,0
Distance,Cartesian coordinate system,0
Circle,Radius,0
Congruence (geometry),Isosceles triangle,0
Arc (geometry),Chord (geometry),0
Geometry,Sine,0
Square,Reflection symmetry,0
Inverse trigonometric functions,Pythagorean theorem,0
Edge (geometry),Face (geometry),0
Geometry,Tessellation,0
Transversal (geometry),Internal and external angle,0
Midpoint,Trapezoid,0
Midpoint,Isosceles triangle,0
Polyhedron,Prism (geometry),0
Square,Pythagorean theorem,0
Plane (geometry),Tessellation,0
Triangle,Tessellation,0
Line segment,Cross section (geometry),0
Geometry,Rigid transformation,0
Polyhedron,Coordinate system,0
Pentagon,Rotational symmetry,0
Point (geometry),Chord (geometry),0
Polygon,Kite (geometry),0
Vertex (geometry),Hexagon,0
Angle,Space (mathematics),0
Line (geometry),Rhombus,0
Geometry,Two-dimensional space,0
Reflection symmetry,Trapezoid,0
Line (geometry),Distance,0
Quadrilateral,Square,0
Translation (geometry),Rigid transformation,0
Polyhedron,Reflection symmetry,0
Symmetry,Rhombus,0
Point (geometry),Congruence (geometry),0
Angle,Sine,0
Vertex (geometry),Isosceles triangle,0
Line segment,Kite (geometry),0
Vertex (geometry),Equilateral triangle,0
Geometry,Arc (geometry),0
Vertex (geometry),Exterior angle theorem,0
Symmetry,Rigid transformation,0
Radius,Cartesian coordinate system,0
Collinearity,Rectangle,0
Polyhedron,Cross section (geometry),0
Triangle,Trigonometric functions,0
Perpendicular,Isosceles triangle,0
Vertex (geometry),Square,0
Edge (geometry),Hexagon,0
Angle,Equilateral triangle,0
Triangle inequality,Distance,0
Geometry,Quadrilateral,0
Triangle,Acute and obtuse triangles,0
Diameter,Perpendicular,0
Bisection,Isosceles triangle,0
Symmetry,Trapezoid,0
Geometry,Reflection (mathematics),0
Isosceles triangle,Equilateral triangle,0
Point (geometry),Special right triangles,0
Angle,Special right triangles,0
Pythagorean theorem,Parallelogram,0
Triangle,Hexagon,0
Triangle,Plane (geometry),0
Line (geometry),Skew lines,0
Pyramid (geometry),Sphere,0
Special right triangles,Isosceles triangle,0
Coordinate system,Right angle,0
Pythagorean theorem,Perpendicular,0
Circle,Distance,0
Bisection,Tangent,0
Polyhedron,Rhombus,0
Acute and obtuse triangles,Altitude (triangle),0
Triangle,Convex polygon,0
Edge (geometry),Tangent,0
Collinearity,Sphere,0
Line segment,Prism (geometry),0
Quadrilateral,Tessellation,0
Angle,Diagonal,0
Point (geometry),Diagonal,0
Angle,Internal and external angle,0
Point (geometry),Acute and obtuse triangles,0
Point (geometry),Line (geometry),0
Pentagon,Decagon,0
Geometry,Trapezoid,0
Pythagorean theorem,Rectangle,0
Symmetry,Prism (geometry),0
Coordinate system,Distance,0
Angle,Quadrilateral,0
Vertex (geometry),Decagon,0
Perpendicular,Tangent,0
Rectangle,Internal and external angle,0
Square,Perpendicular,0
Geometry,Right angle,0
Rectangle,Pyramid (geometry),0
Vertex (geometry),Trigonometric functions,0
Line (geometry),Sphere,0
Midpoint,Coordinate system,0
Line segment,Convex polygon,0
Radius,Distance,0
Triangle,Similarity (geometry),0
Point (geometry),Circle,0
Vertex (geometry),Special right triangles,0
Reflection symmetry,Kite (geometry),0
Pyramid (geometry),Triangle,0
Geometry,Self-similarity,0
Face (geometry),Square,0
Circle,Chord (geometry),0
Diameter,Bisection,0
Line (geometry),Right angle,0
Rotational symmetry,Scale factor,0
Congruence (geometry),Distance,0
Concentric,Equilateral triangle,0
Congruence (geometry),Reflection (mathematics),0
Geometry,Dodecagon,0
Trigonometric functions,Circle,0
Rhombus,Congruence (geometry),0
Congruence (geometry),Tessellation,0
Line (geometry),Parallelogram,0
Angle,Pythagorean triple,0
Rigid transformation,Distance,0
Circle,Sphere,0
Line segment,Polyhedron,0
Convex polygon,Trapezoid,0
Rotation (mathematics),Reflection (mathematics),0
Cylinder (geometry),Angle,0
Rectangle,Bisection,0
Rotation (mathematics),Cartesian coordinate system,0
Point (geometry),Bisection,0
Edge (geometry),Octagon,0
Point (geometry),Sphere,0
Similarity (geometry),Isosceles triangle,0
Cross section (geometry),Cylinder (geometry),0
Pythagorean theorem,Two-dimensional space,0
Prism (geometry),Congruence (geometry),0
Rotational symmetry,Perpendicular,0
Trigonometric functions,Distance,0
Line segment,Exterior angle theorem,0
Geometry,Rhombus,0
Point (geometry),Pythagorean triple,0
Chord (geometry),Diameter,0
Geometry,Rotational symmetry,0
Line segment,Equilateral triangle,0
Collinearity,Triangle inequality,0
Edge (geometry),Heptagon,0
Triangle,Circle,0
Heptagon,Two-dimensional space,0
Quadrilateral,Convex polygon,0
Line (geometry),Right triangle,0
Line segment,Hexagon,0
Edge (geometry),Rectangle,0
Polygon,Isosceles triangle,0
Rotational symmetry,Rhombus,0
Similarity (geometry),Space (mathematics),0
Circle,Trapezoid,0
Geometry,Triangle inequality,0
Grade (slope),Distance,0
Polygon,Square,0
Angle,Coordinate system,0
Parallel (geometry),Slope,0
Vertex (geometry),Angle bisector theorem,0
Line segment,Triangle,0
Similarity (geometry),Right triangle,0
Line (geometry),Circle,0
Perpendicular,Slope,0
Rhombus,Trapezoid,0
Line (geometry),Trigonometric functions,0
Diagonal,Kite (geometry),0
Quadrilateral,Rectangle,0
Parallelogram,Face (geometry),0
Quadrilateral,Midpoint,0
Rectangle,Triangle,0
Geometry,Edge (geometry),0
Similarity (geometry),Rotation (mathematics),0
Exterior angle theorem,Sphere,0
Rotational symmetry,Equilateral triangle,0
Edge (geometry),Kite (geometry),0
Line (geometry),Internal and external angle,0
Edge (geometry),Altitude (triangle),0
Geometry,Slope,0
Point (geometry),Kite (geometry),0
Arc length,Tangent,0
Pythagorean theorem,Similarity (geometry),0
Right triangle,Sine,0
Midpoint,Right triangle,0
Plane (geometry),Cartesian coordinate system,0
Diameter,Sphere,0
Angle,Inverse trigonometric functions,0
Geometry,Triangle,0
Line segment,Heptagon,0
Translation (geometry),Coordinate system,0
Arc (geometry),Plane (geometry),0
Angle,Reflection symmetry,0
Midpoint,Tangent,0
Vertex (geometry),Sine,0
Angle,Rotation (mathematics),0
Triangle inequality,Pythagorean theorem,0
Angle,Polygon,0
Quadrilateral,Parallelogram,0
Line (geometry),Octagon,0
Polygon,Polyhedron,0
Polygon,Inverse trigonometric functions,0
Rhombus,Face (geometry),0
Face (geometry),Rhombus,0
Pyramid (geometry),Plane (geometry),0
Polygon,Convex polygon,0
Line segment,Distance,0
Two-dimensional space,Hendecagon,0
Bisection,Trapezoid,0
Point (geometry),Parallelogram,0
Line segment,Radius,0
Vertex (geometry),Edge (geometry),0
Angle,Polyhedron,0
Line (geometry),Line segment,0
Trapezoid,Parallelogram,0
Right angle,Perpendicular,0
Arc (geometry),Perpendicular,0
Geometry,Congruence (geometry),0
Rhombus,Rectangle,0
Angle,Convex polygon,0
Pentagon,Convex polygon,0
Geometry,Circle,0
Similarity (geometry),Translation (geometry),0
Altitude (triangle),Congruence (geometry),0
Special right triangles,Rectangle,0
Point (geometry),Inverse trigonometric functions,0
Grade (slope),Sine,0
Angle,Vertex (geometry),0
Parallel (geometry),Rhombus,0
Right angle,Coordinate system,0
Coordinate system,Cartesian coordinate system,0
Edge (geometry),Rhombus,0
Reflection symmetry,Triangle,0
Pentagon,Dodecagon,0
Rhombus,Diagonal,0
Polygon,Parallelogram,0
Pythagorean theorem,Cone,0
Parallelogram,Congruence (geometry),0
Polygon,Two-dimensional space,0
