index,Concept,Prerequisite,label_prereq
125,Cross section (geometry),Geometry,1
126,Rigid transformation,Geometry,1
127,Nonagon,Angle,1
128,Rectangle,Line (geometry),1
129,Reflection (mathematics),Line (geometry),1
131,Equilateral triangle,Geometry,1
132,Octagon,Line segment,1
133,Sphere,Geometry,1
135,Octagon,Geometry,1
136,Rhombus,Point (geometry),1
137,Rotational symmetry,Point (geometry),1
138,Reflection (mathematics),Geometry,1
139,Cartesian coordinate system,Geometry,1
140,Acute and obtuse triangles,Vertex (geometry),1
141,Diameter,Line segment,1
142,Sine,Polygon,1
144,Square,Right angle,1
145,Pythagorean triple,Triangle,1
147,Square,Vertex (geometry),1
148,Angle bisector theorem,Polygon,1
149,Pentagon,Angle,1
153,Cylinder (geometry),Circle,1
154,Exterior angle theorem,Edge (geometry),1
155,Decagon,Edge (geometry),1
156,Arc length,Arc (geometry),1
157,Trigonometric functions,Point (geometry),1
158,Secant line,Point (geometry),1
159,Altitude (triangle),Line (geometry),1
162,Transversal (geometry),Angle,1
163,Self-similarity,Similarity (geometry),1
164,Rectangle,Vertex (geometry),1
165,Line segment,Point (geometry),1
167,Inverse trigonometric functions,Line (geometry),1
168,Prism (geometry),Point (geometry),1
169,Right angle,Line (geometry),1
170,Nonagon,Vertex (geometry),1
171,Chord (geometry),Line (geometry),1
172,Kite (geometry),Edge (geometry),1
173,Triangle,Angle,1
174,Altitude (triangle),Polygon,1
175,Sphere,Circle,1
176,Inverse trigonometric functions,Line segment,1
177,Angle bisector theorem,Point (geometry),1
178,Polygon,Geometry,1
179,Circumference,Circle,1
180,Diameter,Radius,1
181,Star polygon,Vertex (geometry),1
182,Inverse trigonometric functions,Polygon,1
183,Heptagon,Point (geometry),1
184,Triangle inequality,Triangle,1
185,Convex polygon,Point (geometry),1
188,Hexagon,Geometry,1
190,Pyramid (geometry),Edge (geometry),1
191,Cross section (geometry),Plane (geometry),1
192,Vertex (geometry),Geometry,1
193,Reflection symmetry,Geometry,1
194,Hendecagon,Geometry,1
195,Congruence (geometry),Line (geometry),1
196,Diagonal,Vertex (geometry),1
198,Right triangle,Right angle,1
199,Pythagorean triple,Line (geometry),1
203,Cartesian coordinate system,Two-dimensional space,1
204,Triangle inequality,Line segment,1
208,Pentagon,Point (geometry),1
209,Rotation (mathematics),Symmetry,1
210,Acute and obtuse triangles,Geometry,1
211,Pythagorean theorem,Line segment,1
212,Exterior angle theorem,Geometry,1
213,Equilateral triangle,Line segment,1
214,Exterior angle theorem,Point (geometry),1
215,Pythagorean triple,Polygon,1
217,Tangent,Line (geometry),1
218,Rectangle,Quadrilateral,1
220,Internal and external angle,Line (geometry),1
221,Slope,Geometry,1
222,Line (geometry),Point (geometry),1
223,Rotational symmetry,Rotation (mathematics),1
224,Nonagon,Line segment,1
226,Triangle inequality,Vertex (geometry),1
227,Rotational symmetry,Line (geometry),1
228,Acute and obtuse triangles,Angle,1
231,Exterior angle theorem,Internal and external angle,1
232,Acute and obtuse triangles,Point (geometry),1
233,Hexagon,Line segment,1
234,Parallelogram,Geometry,1
235,Angle bisector theorem,Angle,1
236,Congruence (geometry),Point (geometry),1
237,Kite (geometry),Geometry,1
238,Point (geometry),Geometry,1
239,Cartesian coordinate system,Plane (geometry),1
240,Altitude (triangle),Vertex (geometry),1
242,Quadrilateral,Line segment,1
243,Rotation (mathematics),Line (geometry),1
244,Triangle,Edge (geometry),1
245,Triangle inequality,Polygon,1
247,Hexagon,Polygon,1
248,Isosceles triangle,Polygon,1
249,Prism (geometry),Face (geometry),1
250,Nonagon,Line (geometry),1
251,Quadrilateral,Polygon,1
254,Rhombus,Geometry,1
255,Cartesian coordinate system,Angle,1
256,Trapezoid,Geometry,1
257,Reflection (mathematics),Symmetry,1
258,Pythagorean theorem,Line (geometry),1
259,Pyramid (geometry),Geometry,1
260,Pythagorean triple,Edge (geometry),1
261,Hendecagon,Edge (geometry),1
263,Quadrilateral,Line (geometry),1
264,Bisection,Perpendicular,1
265,Trapezoid,Line (geometry),1
266,Right triangle,Triangle,1
267,Octagon,Vertex (geometry),1
268,Tangent,Trigonometric functions,1
270,Bisection,Line segment,1
271,Rectangle,Geometry,1
272,Tessellation,Plane (geometry),1
273,Congruence (geometry),Vertex (geometry),1
274,Angle bisector theorem,Triangle,1
275,Diagonal,Line (geometry),1
277,Octagon,Angle,1
278,Equilateral triangle,Polygon,1
280,Reflection (mathematics),Angle,1
281,Symmetry,Geometry,1
282,Parallelogram,Line segment,1
284,Sine,Triangle,1
285,Heptagon,Polygon,1
286,Isosceles triangle,Angle,1
287,Trapezoid,Point (geometry),1
289,Inverse trigonometric functions,Triangle,1
290,Special right triangles,Edge (geometry),1
291,Right triangle,Line (geometry),1
292,Rotational symmetry,Geometry,1
294,Triangle,Vertex (geometry),1
296,Pythagorean theorem,Triangle,1
297,Prism (geometry),Edge (geometry),1
298,Polygon,Angle,1
299,Square,Parallelogram,1
300,Prism (geometry),Line (geometry),1
301,Internal and external angle,Point (geometry),1
302,Trigonometric functions,Line segment,1
303,Special right triangles,Angle,1
304,Diagonal,Edge (geometry),1
305,Special right triangles,Line (geometry),1
306,Rhombus,Polygon,1
307,Reflection symmetry,Angle,1
308,Triangle,Point (geometry),1
309,Triangle inequality,Line (geometry),1
310,Altitude (triangle),Line segment,1
311,Collinearity,Geometry,1
312,Skew lines,Line (geometry),1
313,Edge (geometry),Point (geometry),1
314,Equilateral triangle,Edge (geometry),1
316,Octagon,Edge (geometry),1
318,Isosceles triangle,Line (geometry),1
319,Star polygon,Point (geometry),1
320,Grade (slope),Point (geometry),1
321,Pyramid (geometry),Point (geometry),1
322,Acute and obtuse triangles,Edge (geometry),1
323,Hendecagon,Polygon,1
324,Pythagorean triple,Point (geometry),1
325,Dodecagon,Line (geometry),1
326,Special right triangles,Polygon,1
327,Pythagorean theorem,Polygon,1
328,Rigid transformation,Angle,1
329,Trigonometric functions,Vertex (geometry),1
331,Nonagon,Edge (geometry),1
332,Convex polygon,Line segment,1
333,Grade (slope),Slope,1
334,Equilateral triangle,Triangle,1
335,Diameter,Chord (geometry),1
336,Altitude (triangle),Perpendicular,1
338,Quadrilateral,Edge (geometry),1
339,Angle,Geometry,1
340,Hendecagon,Line (geometry),1
341,Bisection,Angle,1
342,Rectangle,Edge (geometry),1
344,Chord (geometry),Line segment,1
346,Altitude (triangle),Angle,1
347,Chord (geometry),Circle,1
348,Skew lines,Geometry,1
349,Diameter,Circle,1
350,Quadrilateral,Angle,1
351,Pythagorean theorem,Vertex (geometry),1
352,Hexagon,Edge (geometry),1
353,Rectangle,Line segment,1
354,Convex polygon,Vertex (geometry),1
355,Tessellation,Geometry,1
356,Arc length,Geometry,1
357,Dodecagon,Line segment,1
358,Decagon,Line segment,1
359,Inverse trigonometric functions,Point (geometry),1
360,Heptagon,Line (geometry),1
361,Pythagorean theorem,Point (geometry),1
362,Pyramid (geometry),Vertex (geometry),1
363,Radius,Line (geometry),1
364,Cone,Circle,1
365,Kite (geometry),Line segment,1
366,Convex polygon,Angle,1
367,Angle bisector theorem,Vertex (geometry),1
368,Parallelogram,Angle,1
369,Exterior angle theorem,Vertex (geometry),1
370,Tangent,Triangle,1
371,Star polygon,Geometry,1
372,Internal and external angle,Edge (geometry),1
373,Polyhedron,Line segment,1
374,Isosceles triangle,Geometry,1
375,Heptagon,Edge (geometry),1
376,Octagon,Polygon,1
377,Two-dimensional space,Geometry,1
380,Square,Point (geometry),1
381,Diagonal,Geometry,1
382,Reflection (mathematics),Rotation (mathematics),1
383,Kite (geometry),Quadrilateral,1
386,Acute and obtuse triangles,Polygon,1
388,Rhombus,Parallel (geometry),1
389,Right angle,Point (geometry),1
390,Exterior angle theorem,Polygon,1
393,Square,Rectangle,1
394,Sine,Line segment,1
395,Internal and external angle,Polygon,1
396,Tangent,Edge (geometry),1
398,Pyramid (geometry),Line (geometry),1
399,Two-dimensional space,Point (geometry),1
404,Isosceles triangle,Point (geometry),1
405,Parallelogram,Point (geometry),1
407,Sine,Vertex (geometry),1
408,Rigid transformation,Line (geometry),1
409,Radius,Point (geometry),1
410,Nonagon,Geometry,1
411,Dodecagon,Vertex (geometry),1
412,Skew lines,Point (geometry),1
413,Pyramid (geometry),Polygon,1
414,Triangle inequality,Edge (geometry),1
415,Prism (geometry),Line segment,1
416,Perpendicular,Point (geometry),1
417,Parallel (geometry),Point (geometry),1
419,Slope,Point (geometry),1
420,Inverse trigonometric functions,Edge (geometry),1
421,Right triangle,Line segment,1
422,Polyhedron,Angle,1
423,Triangle inequality,Angle,1
424,Polyhedron,Face (geometry),1
425,Angle bisector theorem,Bisection,1
426,Hexagon,Angle,1
427,Special right triangles,Right triangle,1
428,Parallelogram,Line (geometry),1
429,Star polygon,Line (geometry),1
430,Altitude (triangle),Edge (geometry),1
431,Right triangle,Edge (geometry),1
432,Cylinder (geometry),Geometry,1
433,Pentagon,Geometry,1
434,Radius,Geometry,1
435,Pythagorean theorem,Right angle,1
436,Circumference,Geometry,1
438,Angle bisector theorem,Midpoint,1
439,Star polygon,Polygon,1
440,Prism (geometry),Parallel (geometry),1
442,Slope,Line (geometry),1
443,Internal and external angle,Geometry,1
444,Angle bisector theorem,Edge (geometry),1
445,Bisection,Line (geometry),1
446,Line (geometry),Geometry,1
447,Inverse trigonometric functions,Sine,1
448,Trigonometric functions,Geometry,1
449,Diagonal,Point (geometry),1
450,Edge (geometry),Vertex (geometry),1
451,Angle bisector theorem,Line (geometry),1
453,Exterior angle theorem,Line (geometry),1
454,Radius,Circle,1
456,Diagonal,Polygon,1
457,Angle,Line (geometry),1
458,Equilateral triangle,Point (geometry),1
460,Decagon,Polygon,1
461,Pythagorean triple,Geometry,1
462,Pythagorean triple,Right angle,1
464,Parallelogram,Vertex (geometry),1
465,Congruence (geometry),Geometry,1
467,Square,Line (geometry),1
468,Convex polygon,Line (geometry),1
470,Midpoint,Geometry,1
471,Hexagon,Line (geometry),1
473,Collinearity,Line (geometry),1
475,Bisection,Geometry,1
476,Pythagorean triple,Vertex (geometry),1
477,Triangle inequality,Geometry,1
478,Isosceles triangle,Line segment,1
479,Triangle inequality,Point (geometry),1
480,Rhombus,Angle,1
481,Pythagorean theorem,Right triangle,1
482,Polygon,Line (geometry),1
483,Hexagon,Point (geometry),1
485,Internal and external angle,Angle,1
486,Cartesian coordinate system,Distance,1
487,Special right triangles,Point (geometry),1
489,Parallelogram,Polygon,1
490,Diameter,Geometry,1
491,Altitude (triangle),Distance,1
493,Midpoint,Line segment,1
494,Parallelogram,Quadrilateral,1
495,Tangent,Vertex (geometry),1
496,Congruence (geometry),Polygon,1
497,Secant line,Line (geometry),1
498,Polyhedron,Polygon,1
499,Reflection symmetry,Rotation (mathematics),1
500,Dodecagon,Point (geometry),1
501,Angle,Point (geometry),1
503,Pyramid (geometry),Angle,1
504,Skew lines,Parallel (geometry),1
505,Line segment,Line (geometry),1
506,Sine,Edge (geometry),1
507,Prism (geometry),Angle,1
511,Polyhedron,Vertex (geometry),1
512,Isosceles triangle,Vertex (geometry),1
513,Right triangle,Angle,1
514,Perpendicular,Line (geometry),1
515,Polygon,Edge (geometry),1
516,Angle bisector theorem,Perpendicular,1
517,Congruence (geometry),Edge (geometry),1
518,Similarity (geometry),Geometry,1
519,Pentagon,Vertex (geometry),1
521,Parallel (geometry),Geometry,1
522,Rectangle,Parallel (geometry),1
523,Rigid transformation,Symmetry,1
1,Angle,Isosceles triangle,0
2,Angle,Pythagorean theorem,0
3,Edge (geometry),Acute and obtuse triangles,0
6,Angle,Two-dimensional space,0
7,Point (geometry),Two-dimensional space,0
9,Quadrilateral,Parallel (geometry),0
10,Perpendicular,Cone,0
11,Line segment,Bisection,0
12,Angle,Collinearity,0
13,Midpoint,Arc (geometry),0
14,Edge (geometry),Isosceles triangle,0
15,Edge (geometry),Internal and external angle,0
16,Rectangle,Right triangle,0
17,Vertex (geometry),Pythagorean theorem,0
18,Rotational symmetry,Prism (geometry),0
21,Parallelogram,Circumference,0
22,Pythagorean theorem,Pythagorean triple,0
23,Similarity (geometry),Sphere,0
25,Quadrilateral,Internal and external angle,0
28,Point (geometry),Quadrilateral,0
30,Radius,Sine,0
31,Line segment,Pythagorean triple,0
32,Line (geometry),Diameter,0
33,Quadrilateral,Collinearity,0
35,Circle,Vertex (geometry),0
38,Vertex (geometry),Heptagon,0
39,Chord (geometry),Angle,0
40,Symmetry,Parallelogram,0
41,Cylinder (geometry),Perpendicular,0
44,Polygon,Octagon,0
45,Perpendicular,Coordinate system,0
46,Midpoint,Altitude (triangle),0
47,Point (geometry),Star polygon,0
48,Line (geometry),Pyramid (geometry),0
55,Circumference,Arc (geometry),0
56,Line (geometry),Convex polygon,0
58,Parallel (geometry),Perpendicular,0
59,Line segment,Vertex (geometry),0
60,Scale factor,Scaling (geometry),0
61,Line segment,Dodecagon,0
62,Rhombus,Perpendicular,0
65,Parallel (geometry),Angle,0
66,Perpendicular,Two-dimensional space,0
69,Midpoint,Plane (geometry),0
71,Vertex (geometry),Nonagon,0
74,Point (geometry),Secant line,0
76,Line segment,Pentagon,0
77,Parallel (geometry),Skew lines,0
79,Quadrilateral,Triangle inequality,0
80,Line (geometry),Plane (geometry),0
81,Chord (geometry),Pythagorean theorem,0
82,Rotational symmetry,Trapezoid,0
86,Parallelogram,Convex polygon,0
90,Edge (geometry),Trigonometric functions,0
91,Geometry,Star polygon,0
95,Edge (geometry),Hendecagon,0
96,Polygon,Right triangle,0
97,Circle,Sine,0
103,Chord (geometry),Sine,0
104,Line (geometry),Reflection symmetry,0
105,Right triangle,Altitude (triangle),0
106,Heptagon,Radius,0
107,Collinearity,Cone,0
109,Line segment,Collinearity,0
110,Circle,Two-dimensional space,0
115,Triangle,Arc length,0
116,Polygon,Quadrilateral,0
117,Translation (geometry),Distance,0
118,Line (geometry),Prism (geometry),0
120,Polygon,Rectangle,0
122,Geometry,Cylinder (geometry),0
123,Perpendicular,Trapezoid,0
125,Point (geometry),Angle bisector theorem,0
126,Triangle inequality,Arc length,0
127,Vertex (geometry),Polygon,0
130,Line (geometry),Secant line,0
131,Circumference,Polygon,0
133,Cylinder (geometry),Tangent,0
134,Geometry,Decagon,0
135,Polygon,Hendecagon,0
136,Angle,Distance,0
137,Bisection,Congruence (geometry),0
138,Geometry,Square,0
141,Rotation (mathematics),Distance,0
142,Vertex (geometry),Star polygon,0
145,Rhombus,Square,0
149,Pythagorean theorem,Arc length,0
150,Geometry,Prism (geometry),0
152,Acute and obtuse triangles,Right triangle,0
153,Cylinder (geometry),Radius,0
154,Inverse trigonometric functions,Tangent,0
155,Geometry,Symmetry,0
160,Point (geometry),Radius,0
161,Cylinder (geometry),Polyhedron,0
163,Parallel (geometry),Tangent,0
164,Line segment,Arc (geometry),0
166,Polygon,Rhombus,0
167,Point (geometry),Isosceles triangle,0
174,Vertex (geometry),Pyramid (geometry),0
175,Geometry,Midpoint,0
183,Point (geometry),Midpoint,0
184,Line (geometry),Decagon,0
185,Point (geometry),Arc length,0
186,Angle,Perpendicular,0
188,Reflection (mathematics),Circle,0
189,Perpendicular,Vertex (geometry),0
190,Vertex (geometry),Rectangle,0
191,Square,Trapezoid,0
192,Rhombus,Kite (geometry),0
195,Perpendicular,Internal and external angle,0
197,Similarity (geometry),Polygon,0
198,Vertex (geometry),Prism (geometry),0
200,Rhombus,Triangle,0
204,Polyhedron,Diagonal,0
206,Parallelogram,Rectangle,0
207,Face (geometry),Plane (geometry),0
209,Collinearity,Midpoint,0
210,Right triangle,Diameter,0
211,Circumference,Distance,0
212,Arc (geometry),Diameter,0
215,Parallel (geometry),Circle,0
216,Perpendicular,Chord (geometry),0
217,Point (geometry),Transversal (geometry),0
218,Tangent,Isosceles triangle,0
219,Angle,Transversal (geometry),0
222,Line (geometry),Rectangle,0
224,Geometry,Pentagon,0
225,Right angle,Rectangle,0
226,Rectangle,Translation (geometry),0
227,Similarity (geometry),Circle,0
230,Point (geometry),Decagon,0
232,Exterior angle theorem,Midpoint,0
233,Square,Symmetry,0
237,Prism (geometry),Distance,0
238,Midpoint,Angle,0
239,Line (geometry),Midpoint,0
241,Square,Octagon,0
242,Radius,Sphere,0
244,Line segment,Rhombus,0
245,Point (geometry),Tangent,0
246,Point (geometry),Diameter,0
248,Bisection,Diagonal,0
251,Symmetry,Rotational symmetry,0
257,Angle,Trigonometric functions,0
258,Circle,Decagon,0
260,Polygon,Nonagon,0
261,Geometry,Tangent,0
263,Triangle,Equilateral triangle,0
264,Angle,Square,0
265,Triangle,Triangle inequality,0
266,Vertex (geometry),Parallelogram,0
268,Triangle,Pythagorean theorem,0
269,Edge (geometry),Pythagorean triple,0
270,Line segment,Inverse trigonometric functions,0
271,Collinearity,Altitude (triangle),0
272,Line segment,Quadrilateral,0
273,Pentagon,Diagonal,0
274,Bisection,Parallelogram,0
275,Two-dimensional space,Coordinate system,0
276,Trigonometric functions,Tangent,0
280,Rotation (mathematics),Space (mathematics),0
281,Rotation (mathematics),Rotational symmetry,0
282,Angle,Acute and obtuse triangles,0
283,Diameter,Distance,0
284,Transversal (geometry),Congruence (geometry),0
287,Line segment,Right triangle,0
289,Dodecagon,Hexagon,0
290,Point (geometry),Rotational symmetry,0
293,Edge (geometry),Star polygon,0
296,Sphere,Polyhedron,0
297,Trigonometric functions,Right triangle,0
298,Polygon,Hexagon,0
299,Square,Circle,0
301,Geometry,Hendecagon,0
304,Reflection symmetry,Perpendicular,0
305,Reflection symmetry,Rotational symmetry,0
306,Point (geometry),Vertex (geometry),0
307,Prism (geometry),Parallelogram,0
310,Collinearity,Distance,0
312,Polygon,Pentagon,0
316,Geometry,Bisection,0
317,Right triangle,Tangent,0
318,Angle,Circumference,0
321,Edge (geometry),Convex polygon,0
329,Two-dimensional space,Star polygon,0
331,Secant line,Chord (geometry),0
332,Acute and obtuse triangles,Pyramid (geometry),0
333,Midpoint,Angle bisector theorem,0
334,Line (geometry),Radius,0
335,Acute and obtuse triangles,Tangent,0
337,Line segment,Octagon,0
338,Vertex (geometry),Internal and external angle,0
339,Point (geometry),Hendecagon,0
340,Geometry,Inverse trigonometric functions,0
341,Point (geometry),Angle,0
342,Line segment,Cylinder (geometry),0
344,Geometry,Special right triangles,0
347,Triangle inequality,Parallelogram,0
349,Plane (geometry),Coordinate system,0
351,Equilateral triangle,Square,0
354,Angle,Hendecagon,0
355,Tessellation,Vertex (geometry),0
356,Angle bisector theorem,Sine,0
358,Tessellation,Kite (geometry),0
359,Point (geometry),Rectangle,0
365,Altitude (triangle),Bisection,0
366,Square,Coordinate system,0
368,Parallel (geometry),Distance,0
369,Edge (geometry),Inverse trigonometric functions,0
370,Cylinder (geometry),Concentric,0
371,Rotational symmetry,Cone,0
372,Geometry,Parallelogram,0
376,Special right triangles,Pythagorean theorem,0
378,Collinearity,Chord (geometry),0
379,Distance,Arc length,0
380,Similarity (geometry),Midpoint,0
381,Circle,Cone,0
382,Convex polygon,Pyramid (geometry),0
385,Polygon,Pyramid (geometry),0
386,Point (geometry),Reflection symmetry,0
393,Similarity (geometry),Reflection (mathematics),0
395,Convex polygon,Kite (geometry),0
398,Edge (geometry),Special right triangles,0
400,Two-dimensional space,Sphere,0
401,Rectangle,Square,0
402,Face (geometry),Symmetry,0
407,Circle,Diagonal,0
409,Triangle inequality,Pythagorean triple,0
413,Edge (geometry),Sine,0
414,Line (geometry),Hexagon,0
415,Point (geometry),Coordinate system,0
417,Edge (geometry),Diagonal,0
419,Point (geometry),Convex polygon,0
421,Triangle inequality,Right triangle,0
422,Similarity (geometry),Pythagorean triple,0
425,Altitude (triangle),Tangent,0
428,Cylinder (geometry),Coordinate system,0
429,Diameter,Kite (geometry),0
431,Geometry,Rectangle,0
432,Rectangle,Sphere,0
436,Circle,Secant line,0
437,Diameter,Decagon,0
439,Right angle,Trapezoid,0
440,Line segment,Internal and external angle,0
441,Line (geometry),Special right triangles,0
444,Edge (geometry),Square,0
445,Congruence (geometry),Diameter,0
446,Pyramid (geometry),Scaling (geometry),0
449,Right triangle,Pythagorean triple,0
451,Tangent,Kite (geometry),0
453,Line (geometry),Quadrilateral,0
455,Edge (geometry),Decagon,0
459,Perpendicular,Quadrilateral,0
460,Cone,Cartesian coordinate system,0
461,Arc length,Slope,0
462,Circle,Convex polygon,0
464,Distance,Cartesian coordinate system,0
466,Circle,Radius,0
469,Congruence (geometry),Isosceles triangle,0
470,Arc (geometry),Chord (geometry),0
471,Geometry,Sine,0
472,Square,Reflection symmetry,0
473,Geometry,Line (geometry),0
475,Inverse trigonometric functions,Pythagorean theorem,0
477,Circle,Polygon,0
480,Edge (geometry),Face (geometry),0
483,Geometry,Tessellation,0
487,Vertex (geometry),Diagonal,0
489,Transversal (geometry),Internal and external angle,0
492,Two-dimensional space,Decagon,0
494,Polyhedron,Prism (geometry),0
495,Geometry,Point (geometry),0
497,Square,Pythagorean theorem,0
499,Triangle,Tessellation,0
500,Similarity (geometry),Self-similarity,0
502,Geometry,Rigid transformation,0
503,Polyhedron,Coordinate system,0
506,Pentagon,Rotational symmetry,0
507,Point (geometry),Chord (geometry),0
508,Polygon,Kite (geometry),0
510,Trigonometric functions,Inverse trigonometric functions,0
513,Line (geometry),Rhombus,0
514,Point (geometry),Sine,0
515,Geometry,Two-dimensional space,0
516,Reflection symmetry,Trapezoid,0
519,Line (geometry),Distance,0
523,Polygon,Space (mathematics),0
525,Symmetry,Rhombus,0
526,Point (geometry),Congruence (geometry),0
528,Vertex (geometry),Isosceles triangle,0
529,Line segment,Kite (geometry),0
530,Vertex (geometry),Equilateral triangle,0
531,Geometry,Arc (geometry),0
532,Vertex (geometry),Exterior angle theorem,0
533,Line segment,Altitude (triangle),0
534,Symmetry,Rigid transformation,0
538,Collinearity,Rectangle,0
539,Polyhedron,Cross section (geometry),0
540,Triangle,Trigonometric functions,0
541,Perpendicular,Isosceles triangle,0
544,Angle,Equilateral triangle,0
545,Radius,Polygon,0
546,Triangle inequality,Distance,0
547,Geometry,Quadrilateral,0
548,Triangle,Acute and obtuse triangles,0
549,Diameter,Perpendicular,0
550,Bisection,Isosceles triangle,0
551,Symmetry,Trapezoid,0
552,Geometry,Reflection (mathematics),0
553,Isosceles triangle,Equilateral triangle,0
555,Point (geometry),Special right triangles,0
557,Parallel (geometry),Square,0
558,Angle,Special right triangles,0
559,Pythagorean theorem,Parallelogram,0
561,Triangle,Hexagon,0
563,Line (geometry),Collinearity,0
565,Line (geometry),Skew lines,0
566,Pyramid (geometry),Sphere,0
568,Geometry,Kite (geometry),0
569,Point (geometry),Rigid transformation,0
570,Special right triangles,Isosceles triangle,0
572,Coordinate system,Right angle,0
573,Pythagorean theorem,Perpendicular,0
574,Circle,Distance,0
576,Bisection,Tangent,0
577,Polyhedron,Rhombus,0
578,Tessellation,Hexagon,0
579,Rhombus,Cone,0
580,Acute and obtuse triangles,Altitude (triangle),0
584,Rhombus,Circle,0
585,Symmetry,Quadrilateral,0
586,Collinearity,Sphere,0
588,Line segment,Prism (geometry),0
592,Quadrilateral,Tessellation,0
594,Angle,Diagonal,0
596,Point (geometry),Diagonal,0
598,Angle,Internal and external angle,0
600,Tangent,Distance,0
601,Point (geometry),Acute and obtuse triangles,0
603,Polygon,Concentric,0
604,Point (geometry),Octagon,0
606,Angle,Tangent,0
607,Point (geometry),Line (geometry),0
608,Pentagon,Decagon,0
609,Geometry,Trapezoid,0
610,Bisection,Chord (geometry),0
614,Pythagorean theorem,Rectangle,0
617,Symmetry,Prism (geometry),0
620,Geometry,Concentric,0
621,Coordinate system,Distance,0
623,Altitude (triangle),Equilateral triangle,0
624,Vertex (geometry),Decagon,0
629,Rectangle,Pyramid (geometry),0
631,Vertex (geometry),Trigonometric functions,0
633,Midpoint,Coordinate system,0
634,Line segment,Convex polygon,0
635,Radius,Distance,0
637,Angle,Rigid transformation,0
638,Triangle,Similarity (geometry),0
639,Line segment,Pyramid (geometry),0
641,Point (geometry),Circle,0
642,Vertex (geometry),Special right triangles,0
644,Reflection symmetry,Kite (geometry),0
645,Pyramid (geometry),Triangle,0
647,Geometry,Self-similarity,0
